datetime,patients,hour,day_of_week,is_weekend,month,week_number,season,is_holiday,holiday,event_flag,shift_period,arrivals,admissions,discharges,waiting_patients,avg_wait_time_minutes,occupancy_rate,occupied_beds,available_beds,available_doctors,available_nurses,doctors_available,nurses_available,appointments_count,or_bookings_count,department_pressure_score,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24,predicted_patients_next_hour
2024-08-12 15:00:00,124,15,0,0,8,33,Summer,0,0,0,Evening,25,11,9,5,32,0.58,126,92,42,96,42,96,24,6,48.8,121,91,126.33,132.5,97.58,126
2024-08-12 16:00:00,126,16,0,0,8,33,Summer,0,0,0,Evening,23,10,20,4,29,0.58,126,92,42,96,42,96,19,4,45.95,124,88,124.0,130.67,98.96,118
2024-08-12 17:00:00,118,17,0,0,8,33,Summer,0,0,0,Evening,19,8,21,1,21,0.58,126,92,42,96,42,96,7,3,38.15,126,90,123.67,128.83,100.54,111
2024-08-12 18:00:00,111,18,0,0,8,33,Summer,0,0,0,Evening,16,7,16,2,24,0.58,126,92,42,96,42,96,4,0,39.0,118,82,122.67,124.5,101.71,110
2024-08-12 19:00:00,110,19,0,0,8,33,Summer,0,0,0,Evening,19,8,18,3,26,0.58,126,92,42,96,42,96,6,2,41.1,111,74,118.33,121.17,102.92,124
2024-08-12 20:00:00,124,20,0,0,8,33,Summer,0,0,0,Evening,25,11,22,4,29,0.58,126,92,42,96,42,96,6,0,42.7,110,89,113.0,118.33,104.42,107
2024-08-12 21:00:00,107,21,0,0,8,33,Summer,0,0,0,Evening,20,9,10,4,29,0.58,126,92,42,96,42,96,3,0,41.95,124,80,115.0,118.83,105.88,105
2024-08-12 22:00:00,105,22,0,0,8,33,Summer,0,0,0,Evening,19,8,10,2,24,0.58,126,92,42,96,42,96,3,2,38.75,107,82,113.67,116.0,107.0,105
2024-08-12 23:00:00,105,23,0,0,8,33,Summer,0,0,0,Night,17,7,12,3,26,0.58,126,92,36,82,36,82,1,2,39.85,105,78,112.0,112.5,107.96,80
2024-08-13 00:00:00,80,0,1,0,8,33,Summer,0,0,0,Night,15,6,9,4,29,0.58,126,92,36,82,36,82,7,2,42.95,105,71,105.67,110.33,109.08,92
2024-08-13 01:00:00,92,1,1,0,8,33,Summer,0,0,0,Night,18,8,10,3,26,0.58,126,92,36,82,36,82,3,2,40.35,80,78,96.67,105.17,109.46,83
2024-08-13 02:00:00,83,2,1,0,8,33,Summer,0,0,0,Night,16,7,9,4,29,0.58,126,92,36,82,36,82,4,2,42.2,92,73,92.33,102.17,110.04,81
2024-08-13 03:00:00,81,3,1,0,8,33,Summer,0,0,0,Night,12,5,8,1,21,0.58,126,92,36,82,36,82,2,0,36.9,83,76,85.0,95.33,110.46,92
2024-08-13 04:00:00,92,4,1,0,8,33,Summer,0,0,0,Night,19,8,9,3,26,0.58,126,92,36,82,36,82,6,1,41.1,81,76,85.33,91.0,110.67,84
2024-08-13 05:00:00,84,5,1,0,8,33,Summer,0,0,0,Night,12,5,7,1,21,0.58,126,92,36,82,36,82,5,0,37.65,92,89,85.33,88.83,111.33,107
2024-08-13 06:00:00,107,6,1,0,8,33,Summer,0,0,0,Night,21,9,12,5,32,0.58,126,92,36,82,36,82,7,1,44.55,84,104,85.67,85.33,111.12,105
2024-08-13 07:00:00,105,7,1,0,8,33,Summer,0,0,0,Morning,21,9,10,2,24,0.58,126,92,42,96,42,96,1,3,38.25,107,103,94.33,89.83,111.25,130
2024-08-13 08:00:00,130,8,1,0,8,33,Summer,0,0,0,Morning,32,14,17,5,32,0.596,130,88,42,96,42,96,20,4,48.78,105,123,98.67,92.0,111.33,142
2024-08-13 09:00:00,142,9,1,0,8,33,Summer,0,0,0,Morning,35,15,15,7,38,0.651,142,76,42,96,42,96,20,4,55.28,130,135,114.0,99.83,111.62,138
2024-08-13 10:00:00,138,10,1,0,8,33,Summer,0,0,0,Morning,35,15,12,6,35,0.633,138,80,42,96,42,96,21,4,52.83,142,137,125.67,110.0,111.92,139
2024-08-13 11:00:00,139,11,1,0,8,33,Summer,0,0,0,Morning,33,14,12,6,35,0.638,139,79,42,96,42,96,25,5,54.11,138,144,136.67,117.67,111.96,142
2024-08-13 12:00:00,142,12,1,0,8,33,Summer,0,0,0,Morning,31,13,11,6,35,0.651,142,76,42,96,42,96,20,4,53.68,139,131,139.67,126.83,111.75,132
2024-08-13 13:00:00,132,13,1,0,8,33,Summer,0,0,0,Morning,23,10,16,5,32,0.606,132,86,42,96,42,96,19,3,49.08,142,127,139.67,132.67,112.21,131
2024-08-13 14:00:00,131,14,1,0,8,33,Summer,0,0,0,Morning,19,8,12,4,29,0.601,131,87,42,96,42,96,16,4,46.46,132,121,137.67,137.17,112.42,126
2024-08-13 15:00:00,126,15,1,0,8,33,Summer,0,0,0,Evening,21,9,11,4,29,0.58,126,92,42,96,42,96,20,4,46.2,131,124,135.0,137.33,112.83,132
2024-08-13 16:00:00,132,16,1,0,8,33,Summer,0,0,0,Evening,27,12,22,5,32,0.606,132,86,42,96,42,96,19,4,49.08,126,126,129.67,134.67,112.92,123
2024-08-13 17:00:00,123,17,1,0,8,33,Summer,0,0,0,Evening,23,10,20,4,29,0.58,126,92,42,96,42,96,7,4,42.95,132,118,129.67,133.67,113.17,120
2024-08-13 18:00:00,120,18,1,0,8,33,Summer,0,0,0,Evening,22,9,18,4,29,0.58,126,92,42,96,42,96,1,0,41.45,123,111,127.0,131.0,113.38,117
2024-08-13 19:00:00,117,19,1,0,8,33,Summer,0,0,0,Evening,19,8,21,4,29,0.58,126,92,42,96,42,96,4,0,42.2,120,110,125.0,127.33,113.75,115
2024-08-13 20:00:00,115,20,1,0,8,33,Summer,0,0,0,Evening,24,10,21,5,32,0.58,126,92,42,96,42,96,4,2,43.8,117,124,120.0,124.83,114.04,109
2024-08-13 21:00:00,109,21,1,0,8,33,Summer,0,0,0,Evening,22,9,11,4,29,0.58,126,92,42,96,42,96,7,1,42.95,115,107,117.33,122.17,113.67,112
2024-08-13 22:00:00,112,22,1,0,8,33,Summer,0,0,0,Evening,20,9,11,3,26,0.58,126,92,42,96,42,96,2,1,40.1,109,105,113.67,119.33,113.75,101
2024-08-13 23:00:00,101,23,1,0,8,33,Summer,0,0,0,Night,17,7,9,3,26,0.58,126,92,36,82,36,82,4,0,40.6,112,105,112.0,116.0,114.04,78
2024-08-14 00:00:00,78,0,2,0,8,33,Summer,0,0,0,Night,11,5,6,1,21,0.58,126,92,36,82,36,82,4,1,37.4,101,80,107.33,112.33,113.88,81
2024-08-14 01:00:00,81,1,2,0,8,33,Summer,0,0,0,Night,16,7,8,2,24,0.58,126,92,36,82,36,82,9,1,40.25,78,92,97.0,105.33,113.79,72
2024-08-14 02:00:00,72,2,2,0,8,33,Summer,0,0,0,Night,13,6,9,1,21,0.58,126,92,36,82,36,82,4,1,37.4,81,83,86.67,99.33,113.33,79
2024-08-14 03:00:00,79,3,2,0,8,33,Summer,0,0,0,Night,16,7,8,4,29,0.58,126,92,36,82,36,82,6,1,42.7,72,81,77.0,92.17,112.88,81
2024-08-14 04:00:00,81,4,2,0,8,33,Summer,0,0,0,Night,14,6,6,3,26,0.58,126,92,36,82,36,82,4,0,40.6,79,92,77.33,87.17,112.79,83
2024-08-14 05:00:00,83,5,2,0,8,33,Summer,0,0,0,Night,15,6,9,1,21,0.58,126,92,36,82,36,82,5,1,37.65,81,84,77.33,82.0,112.33,107
2024-08-14 06:00:00,107,6,2,0,8,33,Summer,0,0,0,Night,17,7,11,3,26,0.58,126,92,36,82,36,82,5,0,40.85,83,107,81.0,79.0,112.29,102
2024-08-14 07:00:00,102,7,2,0,8,33,Summer,0,0,0,Morning,19,8,8,2,24,0.58,126,92,42,96,42,96,3,2,38.75,107,105,90.33,83.83,112.29,126
2024-08-14 08:00:00,126,8,2,0,8,33,Summer,0,0,0,Morning,29,12,12,5,32,0.58,126,92,42,96,42,96,17,3,47.05,102,130,97.33,87.33,112.17,138
2024-08-14 09:00:00,138,9,2,0,8,33,Summer,0,0,0,Morning,28,12,16,6,35,0.633,138,80,42,96,42,96,19,3,52.33,126,142,111.67,96.33,112.0,138
2024-08-14 10:00:00,138,10,2,0,8,33,Summer,0,0,0,Morning,34,15,18,3,26,0.633,138,80,42,96,42,96,20,4,47.78,138,138,122.0,106.17,111.83,141
2024-08-14 11:00:00,141,11,2,0,8,33,Summer,0,0,0,Morning,32,14,15,7,38,0.647,141,77,42,96,42,96,23,5,55.76,138,139,134.0,115.67,111.83,137
2024-08-14 12:00:00,137,12,2,0,8,33,Summer,0,0,0,Morning,34,15,14,6,35,0.628,137,81,42,96,42,96,18,4,51.81,141,142,139.0,125.33,111.92,126
2024-08-14 13:00:00,126,13,2,0,8,33,Summer,0,0,0,Morning,23,10,14,4,29,0.58,126,92,42,96,42,96,20,3,46.2,137,132,138.67,130.33,111.71,124
2024-08-14 14:00:00,124,14,2,0,8,33,Summer,0,0,0,Morning,23,10,12,5,32,0.58,126,92,42,96,42,96,21,3,48.05,126,131,134.67,134.33,111.46,128
2024-08-14 15:00:00,128,15,2,0,8,33,Summer,0,0,0,Evening,23,10,8,6,35,0.587,128,90,42,96,42,96,20,3,49.83,124,126,129.0,134.0,111.17,118
2024-08-14 16:00:00,118,16,2,0,8,33,Summer,0,0,0,Evening,22,9,20,6,35,0.58,126,92,42,96,42,96,24,4,50.4,128,132,126.0,132.33,111.25,112
2024-08-14 17:00:00,112,17,2,0,8,33,Summer,0,0,0,Evening,21,9,23,4,29,0.58,126,92,42,96,42,96,6,4,42.7,118,123,123.33,129.0,110.67,117
2024-08-14 18:00:00,117,18,2,0,8,33,Summer,0,0,0,Evening,20,9,20,6,35,0.58,126,92,42,96,42,96,3,1,45.15,112,120,119.33,124.17,110.21,114
2024-08-14 19:00:00,114,19,2,0,8,33,Summer,0,0,0,Evening,19,8,20,5,32,0.58,126,92,42,96,42,96,7,2,44.55,117,117,115.67,120.83,110.08,112
2024-08-14 20:00:00,112,20,2,0,8,33,Summer,0,0,0,Evening,22,9,17,5,32,0.58,126,92,42,96,42,96,2,1,43.3,114,115,114.33,118.83,109.96,104
2024-08-14 21:00:00,104,21,2,0,8,33,Summer,0,0,0,Evening,20,9,6,5,32,0.58,126,92,42,96,42,96,5,1,44.05,112,109,114.33,116.83,109.83,100
2024-08-14 22:00:00,100,22,2,0,8,33,Summer,0,0,0,Evening,15,6,10,3,26,0.58,126,92,42,96,42,96,2,0,40.1,104,112,110.0,112.83,109.62,105
2024-08-14 23:00:00,105,23,2,0,8,33,Summer,0,0,0,Night,18,8,10,3,26,0.58,126,92,36,82,36,82,6,3,41.1,100,101,105.33,109.83,109.12,76
2024-08-15 00:00:00,76,0,3,0,8,33,Summer,0,0,0,Night,13,6,8,2,24,0.58,126,92,36,82,36,82,9,0,40.25,105,78,103.0,108.67,109.29,75
2024-08-15 01:00:00,75,1,3,0,8,33,Summer,0,0,0,Night,13,6,9,2,24,0.58,126,92,36,82,36,82,3,1,38.75,76,81,93.67,101.83,109.21,78
2024-08-15 02:00:00,78,2,3,0,8,33,Summer,0,0,0,Night,17,7,6,3,26,0.58,126,92,36,82,36,82,5,4,40.85,75,72,85.33,95.33,108.96,76
2024-08-15 03:00:00,76,3,3,0,8,33,Summer,0,0,0,Night,14,6,9,2,24,0.58,126,92,36,82,36,82,3,2,38.75,78,79,76.33,89.67,109.21,79
2024-08-15 04:00:00,79,4,3,0,8,33,Summer,0,0,0,Night,15,6,8,2,24,0.58,126,92,36,82,36,82,2,0,38.5,76,81,76.33,85.0,109.08,74
2024-08-15 05:00:00,74,5,3,0,8,33,Summer,0,0,0,Night,11,5,9,1,21,0.58,126,92,36,82,36,82,6,1,37.9,79,83,77.67,81.5,109.0,101
2024-08-15 06:00:00,101,6,3,0,8,33,Summer,0,0,0,Night,20,9,11,5,32,0.58,126,92,36,82,36,82,7,0,44.55,74,107,76.33,76.33,108.62,92
2024-08-15 07:00:00,92,7,3,0,8,33,Summer,0,0,0,Morning,14,6,11,2,24,0.58,126,92,42,96,42,96,4,4,39.0,101,102,84.67,80.5,108.38,119
2024-08-15 08:00:00,119,8,3,0,8,33,Summer,0,0,0,Morning,31,13,11,5,32,0.58,126,92,42,96,42,96,17,5,47.05,92,126,89.0,83.33,107.96,131
2024-08-15 09:00:00,131,9,3,0,8,33,Summer,0,0,0,Morning,30,13,14,5,32,0.601,131,87,42,96,42,96,20,4,49.06,119,138,104.0,90.17,107.67,134
2024-08-15 10:00:00,134,10,3,0,8,33,Summer,0,0,0,Morning,34,15,13,6,35,0.615,134,84,42,96,42,96,20,5,51.48,131,138,114.0,99.33,107.38,134
2024-08-15 11:00:00,134,11,3,0,8,33,Summer,0,0,0,Morning,34,15,15,7,38,0.615,134,84,42,96,42,96,19,5,52.83,134,141,128.0,108.5,107.21,128
2024-08-15 12:00:00,128,12,3,0,8,33,Summer,0,0,0,Morning,29,12,17,5,32,0.587,128,90,42,96,42,96,19,4,47.98,134,137,133.0,118.5,106.92,120
2024-08-15 13:00:00,120,13,3,0,8,33,Summer,0,0,0,Morning,23,10,11,3,26,0.58,126,92,42,96,42,96,24,3,45.6,128,126,132.0,123.0,106.54,123
2024-08-15 14:00:00,123,14,3,0,8,33,Summer,0,0,0,Morning,23,10,13,4,29,0.58,126,92,42,96,42,96,18,4,45.7,120,124,127.33,127.67,106.29,116
2024-08-15 15:00:00,116,15,3,0,8,33,Summer,0,0,0,Evening,19,8,10,5,32,0.58,126,92,42,96,42,96,16,5,46.8,123,128,123.67,128.33,106.25,114
2024-08-15 16:00:00,114,16,3,0,8,33,Summer,0,0,0,Evening,19,8,18,4,29,0.58,126,92,42,96,42,96,25,5,47.45,116,118,119.67,125.83,105.75,105
2024-08-15 17:00:00,105,17,3,0,8,33,Summer,0,0,0,Evening,16,7,19,3,26,0.58,126,92,42,96,42,96,4,3,40.6,114,112,117.67,122.5,105.58,111
2024-08-15 18:00:00,111,18,3,0,8,33,Summer,0,0,0,Evening,18,8,18,2,24,0.58,126,92,42,96,42,96,3,0,38.75,105,117,111.67,117.67,105.29,108
2024-08-15 19:00:00,108,19,3,0,8,33,Summer,0,0,0,Evening,23,10,20,5,32,0.58,126,92,42,96,42,96,3,0,43.55,111,114,110.0,114.83,105.04,108
2024-08-15 20:00:00,108,20,3,0,8,33,Summer,0,0,0,Evening,19,8,19,3,26,0.58,126,92,42,96,42,96,4,0,40.6,108,112,108.0,112.83,104.79,86
2024-08-15 21:00:00,86,21,3,0,8,33,Summer,0,0,0,Evening,14,6,8,1,21,0.58,126,92,42,96,42,96,1,4,36.65,108,104,109.0,110.33,104.62,95
2024-08-15 22:00:00,95,22,3,0,8,33,Summer,0,0,0,Evening,20,9,9,4,29,0.58,126,92,42,96,42,96,5,1,42.45,86,100,100.67,105.33,103.88,92
2024-08-15 23:00:00,92,23,3,0,8,33,Summer,0,0,0,Night,16,7,11,3,26,0.58,126,92,36,82,36,82,7,1,41.35,95,105,96.33,102.17,103.67,71
2024-08-16 00:00:00,71,0,4,0,8,33,Summer,0,0,0,Night,14,6,7,0,18,0.58,126,92,36,82,36,82,4,0,35.8,92,76,91.0,100.0,103.12,68
2024-08-16 01:00:00,68,1,4,0,8,33,Summer,0,0,0,Night,12,5,5,1,21,0.58,126,92,36,82,36,82,5,1,37.65,71,75,86.0,93.33,102.92,71
2024-08-16 02:00:00,71,2,4,0,8,33,Summer,0,0,0,Night,12,5,8,2,24,0.58,126,92,36,82,36,82,3,1,38.75,68,78,77.0,86.67,102.62,71
2024-08-16 03:00:00,71,3,4,0,8,33,Summer,0,0,0,Night,13,6,6,1,21,0.58,126,92,36,82,36,82,3,1,37.15,71,76,70.0,80.5,102.33,68
2024-08-16 04:00:00,68,4,4,0,8,33,Summer,0,0,0,Night,14,6,4,1,21,0.58,126,92,36,82,36,82,6,1,37.9,71,79,70.0,78.0,102.12,65
2024-08-16 05:00:00,65,5,4,0,8,33,Summer,0,0,0,Night,13,6,8,2,24,0.58,126,92,36,82,36,82,10,1,40.5,68,74,70.0,73.5,101.67,89
2024-08-16 06:00:00,89,6,4,0,8,33,Summer,0,0,0,Night,16,7,6,2,24,0.58,126,92,36,82,36,82,2,0,38.5,65,101,68.0,69.0,101.29,92
2024-08-16 07:00:00,92,7,4,0,8,33,Summer,0,0,0,Morning,16,7,10,3,26,0.58,126,92,42,96,42,96,6,3,41.1,89,92,74.0,72.0,100.79,109
2024-08-16 08:00:00,109,8,4,0,8,33,Summer,0,0,0,Morning,24,10,11,5,32,0.58,126,92,42,96,42,96,18,4,47.3,92,119,82.0,76.0,100.79,120
2024-08-16 09:00:00,120,9,4,0,8,33,Summer,0,0,0,Morning,29,12,10,4,29,0.58,126,92,42,96,42,96,18,3,45.7,109,131,96.67,82.33,100.38,131
2024-08-16 10:00:00,131,10,4,0,8,33,Summer,0,0,0,Morning,27,12,11,4,29,0.601,131,87,42,96,42,96,19,3,47.21,120,134,107.0,90.5,99.92,127
2024-08-16 11:00:00,127,11,4,0,8,33,Summer,0,0,0,Morning,29,12,13,5,32,0.583,127,91,42,96,42,96,17,5,47.2,131,134,120.0,101.0,99.79,127
2024-08-16 12:00:00,127,12,4,0,8,33,Summer,0,0,0,Morning,30,13,15,6,35,0.583,127,91,42,96,42,96,21,5,49.8,127,128,126.0,111.33,99.5,115
2024-08-16 13:00:00,115,13,4,0,8,33,Summer,0,0,0,Morning,22,9,13,5,32,0.58,126,92,42,96,42,96,19,5,47.55,127,120,128.33,117.67,99.46,115
2024-08-16 14:00:00,115,14,4,0,8,33,Summer,0,0,0,Morning,16,7,14,4,29,0.58,126,92,42,96,42,96,20,4,46.2,115,123,123.0,121.5,99.25,114
2024-08-16 15:00:00,114,15,4,0,8,33,Summer,0,0,0,Evening,22,9,15,5,32,0.58,126,92,42,96,42,96,23,3,48.55,115,116,119.0,122.5,98.92,116
2024-08-16 16:00:00,116,16,4,0,8,33,Summer,0,0,0,Evening,23,10,23,4,29,0.58,126,92,42,96,42,96,20,3,46.2,114,114,114.67,121.5,98.83,111
2024-08-16 17:00:00,111,17,4,0,8,33,Summer,0,0,0,Evening,19,8,22,2,24,0.58,126,92,42,96,42,96,6,4,39.5,116,105,115.0,119.0,98.92,105
2024-08-16 18:00:00,105,18,4,0,8,33,Summer,0,0,0,Evening,20,9,16,4,29,0.58,126,92,42,96,42,96,0,2,41.2,111,111,113.67,116.33,99.17,104
2024-08-16 19:00:00,104,19,4,0,8,33,Summer,0,0,0,Evening,18,8,20,2,24,0.58,126,92,42,96,42,96,4,1,39.0,105,108,110.67,112.67,98.92,110
2024-08-16 20:00:00,110,20,4,0,8,33,Summer,0,0,0,Evening,23,10,17,6,35,0.58,126,92,42,96,42,96,3,0,45.15,104,108,106.67,110.83,98.75,86
2024-08-16 21:00:00,86,21,4,0,8,33,Summer,0,0,0,Evening,15,6,9,2,24,0.58,126,92,42,96,42,96,0,1,38.0,110,86,106.33,110.0,98.83,92
2024-08-16 22:00:00,92,22,4,0,8,33,Summer,0,0,0,Evening,18,8,12,3,26,0.58,126,92,42,96,42,96,5,0,40.85,86,95,100.0,105.33,98.83,103
2024-08-16 23:00:00,103,23,4,0,8,33,Summer,0,0,0,Night,22,9,11,3,26,0.58,126,92,36,82,36,82,6,3,41.1,92,92,96.0,101.33,98.71,42
2024-08-17 00:00:00,42,0,5,1,8,33,Summer,0,0,0,Night,8,3,2,3,26,0.58,126,92,36,82,36,82,7,1,41.35,103,71,93.67,100.0,99.17,56
2024-08-17 01:00:00,56,1,5,1,8,33,Summer,0,0,0,Night,11,4,6,1,21,0.58,126,92,36,82,36,82,0,0,36.4,42,68,79.0,89.5,97.96,50
2024-08-17 02:00:00,50,2,5,1,8,33,Summer,0,0,0,Night,8,3,3,2,24,0.58,126,92,36,82,36,82,3,0,38.75,56,71,67.0,81.5,97.46,46
2024-08-17 03:00:00,46,3,5,1,8,33,Summer,0,0,0,Night,11,4,5,4,29,0.58,126,92,36,82,36,82,3,1,41.95,50,71,49.33,71.5,96.58,54
2024-08-17 04:00:00,54,4,5,1,8,33,Summer,0,0,0,Night,7,3,4,2,24,0.58,126,92,36,82,36,82,4,1,39.0,46,68,50.67,64.83,95.54,55
2024-08-17 05:00:00,55,5,5,1,8,33,Summer,0,0,0,Night,11,4,7,1,21,0.58,126,92,36,82,36,82,3,2,37.15,54,65,50.0,58.5,94.96,62
2024-08-17 06:00:00,62,6,5,1,8,33,Summer,0,0,0,Night,14,5,8,2,24,0.58,126,92,36,82,36,82,6,2,39.5,55,89,51.67,50.5,94.54,66
2024-08-17 07:00:00,66,7,5,1,8,33,Summer,0,0,0,Morning,12,4,10,2,24,0.58,126,92,42,96,42,96,2,0,38.5,62,92,57.0,53.83,93.42,84
2024-08-17 08:00:00,84,8,5,1,8,33,Summer,0,0,0,Morning,21,7,7,3,26,0.58,126,92,42,96,42,96,5,0,40.85,66,109,61.0,55.5,92.33,92
2024-08-17 09:00:00,92,9,5,1,8,33,Summer,0,0,0,Morning,22,7,8,2,24,0.58,126,92,42,96,42,96,1,1,38.25,84,120,70.67,61.17,91.29,101
2024-08-17 10:00:00,101,10,5,1,8,33,Summer,0,0,0,Morning,24,8,9,5,32,0.58,126,92,42,96,42,96,4,0,43.8,92,131,80.67,68.83,90.12,105
2024-08-17 11:00:00,105,11,5,1,8,33,Summer,0,0,0,Morning,23,8,13,6,35,0.58,126,92,42,96,42,96,4,1,45.4,101,127,92.33,76.67,88.88,98
2024-08-17 12:00:00,98,12,5,1,8,33,Summer,0,0,0,Morning,24,8,10,5,32,0.58,126,92,42,96,42,96,2,2,43.3,105,127,99.33,85.0,87.96,86
2024-08-17 13:00:00,86,13,5,1,8,33,Summer,0,0,0,Morning,17,6,10,2,24,0.58,126,92,42,96,42,96,4,2,39.0,98,115,101.33,91.0,86.75,94
2024-08-17 14:00:00,94,14,5,1,8,33,Summer,0,0,0,Morning,15,5,10,3,26,0.58,126,92,42,96,42,96,0,0,39.6,86,115,96.33,94.33,85.54,87
2024-08-17 15:00:00,87,15,5,1,8,33,Summer,0,0,0,Evening,17,6,9,3,26,0.58,126,92,42,96,42,96,4,1,40.6,94,114,92.67,96.0,84.67,85
2024-08-17 16:00:00,85,16,5,1,8,33,Summer,0,0,0,Evening,11,4,17,0,18,0.58,126,92,42,96,42,96,6,0,36.3,87,116,89.0,95.17,83.54,90
2024-08-17 17:00:00,90,17,5,1,8,33,Summer,0,0,0,Evening,15,5,16,3,26,0.58,126,92,42,96,42,96,5,1,40.85,85,111,88.67,92.5,82.25,78
2024-08-17 18:00:00,78,18,5,1,8,33,Summer,0,0,0,Evening,15,5,17,2,24,0.58,126,92,42,96,42,96,4,1,39.0,90,105,87.33,90.0,81.38,78
2024-08-17 19:00:00,78,19,5,1,8,33,Summer,0,0,0,Evening,12,4,13,1,21,0.58,126,92,42,96,42,96,4,0,37.4,78,104,84.33,86.67,80.25,81
2024-08-17 20:00:00,81,20,5,1,8,33,Summer,0,0,0,Evening,15,5,15,3,26,0.58,126,92,42,96,42,96,2,0,40.1,78,110,82.0,85.33,79.17,72
2024-08-17 21:00:00,72,21,5,1,8,33,Summer,0,0,0,Evening,12,4,8,2,24,0.58,126,92,42,96,42,96,6,0,39.5,81,86,79.0,83.17,77.96,72
2024-08-17 22:00:00,72,22,5,1,8,33,Summer,0,0,0,Evening,15,5,10,4,29,0.58,126,92,42,96,42,96,1,2,41.45,72,92,77.0,80.67,77.38,72
2024-08-17 23:00:00,72,23,5,1,8,33,Summer,0,0,0,Night,14,5,7,4,29,0.58,126,92,36,82,36,82,6,2,42.7,72,103,75.0,78.5,76.54,59
2024-08-18 00:00:00,59,0,6,1,8,33,Summer,0,0,0,Night,14,5,8,2,24,0.58,126,92,36,82,36,82,5,2,39.25,72,42,72.0,75.5,75.25,63
2024-08-18 01:00:00,63,1,6,1,8,33,Summer,0,0,0,Night,14,5,9,1,21,0.58,126,92,36,82,36,82,6,1,37.9,59,56,67.67,72.33,75.96,66
2024-08-18 02:00:00,66,2,6,1,8,33,Summer,0,0,0,Night,12,4,2,2,24,0.58,126,92,36,82,36,82,4,2,39.0,63,50,64.67,69.83,76.25,55
2024-08-18 03:00:00,55,3,6,1,8,33,Summer,0,0,0,Night,10,3,10,1,21,0.58,126,92,36,82,36,82,6,1,37.9,66,46,62.67,67.33,76.92,55
2024-08-18 04:00:00,55,4,6,1,8,33,Summer,0,0,0,Night,7,3,4,3,26,0.58,126,92,36,82,36,82,1,0,39.85,55,54,61.33,64.5,77.29,58
2024-08-18 05:00:00,58,5,6,1,8,33,Summer,0,0,0,Night,8,3,2,3,26,0.58,126,92,36,82,36,82,3,1,40.35,55,55,58.67,61.67,77.33,79
2024-08-18 06:00:00,79,6,6,1,8,33,Summer,0,0,0,Night,12,4,11,0,18,0.58,126,92,36,82,36,82,7,1,36.55,58,62,56.0,59.33,77.46,81
2024-08-18 07:00:00,81,7,6,1,8,33,Summer,0,0,0,Morning,14,5,8,3,26,0.58,126,92,42,96,42,96,10,2,42.1,79,66,64.0,62.67,78.17,94
2024-08-18 08:00:00,94,8,6,1,8,33,Summer,0,0,0,Morning,20,7,9,5,32,0.58,126,92,42,96,42,96,3,0,43.55,81,84,72.67,65.67,78.79,104
2024-08-18 09:00:00,104,9,6,1,8,33,Summer,0,0,0,Morning,26,9,8,5,32,0.58,126,92,42,96,42,96,3,1,43.55,94,92,84.67,70.33,79.21,108
2024-08-18 10:00:00,108,10,6,1,8,33,Summer,0,0,0,Morning,27,9,11,5,32,0.58,126,92,42,96,42,96,6,0,44.3,104,101,93.0,78.5,79.71,106
2024-08-18 11:00:00,106,11,6,1,8,33,Summer,0,0,0,Morning,25,8,9,6,35,0.58,126,92,42,96,42,96,6,0,45.9,108,105,102.0,87.33,80.0,102
2024-08-18 12:00:00,102,12,6,1,8,33,Summer,0,0,0,Morning,22,7,11,4,29,0.58,126,92,42,96,42,96,8,0,43.2,106,98,106.0,95.33,80.04,88
2024-08-18 13:00:00,88,13,6,1,8,33,Summer,0,0,0,Morning,19,6,9,3,26,0.58,126,92,42,96,42,96,2,0,40.1,102,86,105.33,99.17,80.21,100
2024-08-18 14:00:00,100,14,6,1,8,33,Summer,0,0,0,Morning,22,7,6,2,24,0.58,126,92,42,96,42,96,3,2,38.75,88,94,98.67,100.33,80.29,96
2024-08-18 15:00:00,96,15,6,1,8,33,Summer,0,0,0,Evening,20,7,13,4,29,0.58,126,92,42,96,42,96,6,0,42.7,100,87,96.67,101.33,80.54,96
2024-08-18 16:00:00,96,16,6,1,8,33,Summer,0,0,0,Evening,14,5,15,2,24,0.58,126,92,42,96,42,96,4,0,39.0,96,85,94.67,100.0,80.92,83
2024-08-18 17:00:00,83,17,6,1,8,33,Summer,0,0,0,Evening,12,4,9,1,21,0.58,126,92,42,96,42,96,4,0,37.4,96,90,97.33,98.0,81.38,81
2024-08-18 18:00:00,81,18,6,1,8,33,Summer,0,0,0,Evening,15,5,17,3,26,0.58,126,92,42,96,42,96,7,2,41.35,83,78,91.67,94.17,81.08,93
2024-08-18 19:00:00,93,19,6,1,8,33,Summer,0,0,0,Evening,16,5,18,1,21,0.58,126,92,42,96,42,96,5,1,37.65,81,78,86.67,90.67,81.21,87
2024-08-18 20:00:00,87,20,6,1,8,33,Summer,0,0,0,Evening,18,6,14,3,26,0.58,126,92,42,96,42,96,1,2,39.85,93,81,85.67,91.5,81.83,87
2024-08-18 21:00:00,87,21,6,1,8,33,Summer,0,0,0,Evening,18,6,7,3,26,0.58,126,92,42,96,42,96,3,1,40.35,87,72,87.0,89.33,82.08,73
2024-08-18 22:00:00,73,22,6,1,8,33,Summer,0,0,0,Evening,17,6,6,3,26,0.58,126,92,42,96,42,96,5,3,40.85,87,72,89.0,87.83,82.71,73
