datetime,patients,doctors_available,nurses_available,appointments_count,or_bookings_count,occupied_beds,waiting_patients,hour,day_of_week,month,week_number,is_weekend,season,holiday,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24
2023-06-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,6,6,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-11 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6,6,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,6,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-11 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,6,6,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,6,6,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-11 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,6,6,23,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-12 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-13 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-14 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-15 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-16 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4,6,24,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,6,6,24,1,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
2023-06-19 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,6,25,0,2,0,0.0,0.0,0.0,0.0,0.0
