datetime,patients,day_of_week,month,is_weekend,holiday,holiday,weather
2024-06-02 23:00:00,74,6,6,1,0,0,0
2024-06-03 00:00:00,86,0,6,0,0,0,0
2024-06-03 01:00:00,86,0,6,0,0,0,0
2024-06-03 02:00:00,79,0,6,0,0,0,0
2024-06-03 03:00:00,86,0,6,0,0,0,0
2024-06-03 04:00:00,81,0,6,0,0,0,0
2024-06-03 05:00:00,84,0,6,0,0,0,0
2024-06-03 06:00:00,108,0,6,0,0,0,0
2024-06-03 07:00:00,110,0,6,0,0,0,0
2024-06-03 08:00:00,130,0,6,0,0,0,0
2024-06-03 09:00:00,141,0,6,0,0,0,0
2024-06-03 10:00:00,145,0,6,0,0,0,0
2024-06-03 11:00:00,138,0,6,0,0,0,0
2024-06-03 12:00:00,145,0,6,0,0,0,0
2024-06-03 13:00:00,122,0,6,0,0,0,0
2024-06-03 14:00:00,133,0,6,0,0,0,0
2024-06-03 15:00:00,121,0,6,0,0,0,0
2024-06-03 16:00:00,135,0,6,0,0,0,0
2024-06-03 17:00:00,117,0,6,0,0,0,0
2024-06-03 18:00:00,121,0,6,0,0,0,0
2024-06-03 19:00:00,116,0,6,0,0,0,0
2024-06-03 20:00:00,122,0,6,0,0,0,0
2024-06-03 21:00:00,101,0,6,0,0,0,0
2024-06-03 22:00:00,111,0,6,0,0,0,0
2024-06-03 23:00:00,111,0,6,0,0,0,0
2024-06-04 00:00:00,79,1,6,0,0,0,0
2024-06-04 01:00:00,91,1,6,0,0,0,0
2024-06-04 02:00:00,89,1,6,0,0,0,0
2024-06-04 03:00:00,86,1,6,0,0,0,0
2024-06-04 04:00:00,89,1,6,0,0,0,0
2024-06-04 05:00:00,83,1,6,0,0,0,0
2024-06-04 06:00:00,107,1,6,0,0,0,0
2024-06-04 07:00:00,111,1,6,0,0,0,0
2024-06-04 08:00:00,135,1,6,0,0,0,0
2024-06-04 09:00:00,141,1,6,0,0,0,0
2024-06-04 10:00:00,146,1,6,0,0,0,0
2024-06-04 11:00:00,146,1,6,0,0,0,0
2024-06-04 12:00:00,151,1,6,0,0,0,0
2024-06-04 13:00:00,119,1,6,0,0,0,0
2024-06-04 14:00:00,134,1,6,0,0,0,0
2024-06-04 15:00:00,129,1,6,0,0,0,0
2024-06-04 16:00:00,133,1,6,0,0,0,0
2024-06-04 17:00:00,126,1,6,0,0,0,0
2024-06-04 18:00:00,124,1,6,0,0,0,0
2024-06-04 19:00:00,126,1,6,0,0,0,0
2024-06-04 20:00:00,131,1,6,0,0,0,0
2024-06-04 21:00:00,115,1,6,0,0,0,0
2024-06-04 22:00:00,107,1,6,0,0,0,0
2024-06-04 23:00:00,103,1,6,0,0,0,0
2024-06-05 00:00:00,82,2,6,0,0,0,0
2024-06-05 01:00:00,90,2,6,0,0,0,0
2024-06-05 02:00:00,84,2,6,0,0,0,0
2024-06-05 03:00:00,75,2,6,0,0,0,0
2024-06-05 04:00:00,86,2,6,0,0,0,0
2024-06-05 05:00:00,72,2,6,0,0,0,0
2024-06-05 06:00:00,105,2,6,0,0,0,0
2024-06-05 07:00:00,110,2,6,0,0,0,0
2024-06-05 08:00:00,130,2,6,0,0,0,0
2024-06-05 09:00:00,141,2,6,0,0,0,0
2024-06-05 10:00:00,139,2,6,0,0,0,0
2024-06-05 11:00:00,136,2,6,0,0,0,0
2024-06-05 12:00:00,141,2,6,0,0,0,0
2024-06-05 13:00:00,130,2,6,0,0,0,0
2024-06-05 14:00:00,130,2,6,0,0,0,0
2024-06-05 15:00:00,127,2,6,0,0,0,0
2024-06-05 16:00:00,133,2,6,0,0,0,0
2024-06-05 17:00:00,119,2,6,0,0,0,0
2024-06-05 18:00:00,117,2,6,0,0,0,0
2024-06-05 19:00:00,115,2,6,0,0,0,0
2024-06-05 20:00:00,121,2,6,0,0,0,0
2024-06-05 21:00:00,106,2,6,0,0,0,0
2024-06-05 22:00:00,102,2,6,0,0,0,0
2024-06-05 23:00:00,106,2,6,0,0,0,0
2024-06-06 00:00:00,76,3,6,0,0,0,0
2024-06-06 01:00:00,73,3,6,0,0,0,0
2024-06-06 02:00:00,71,3,6,0,0,0,0
2024-06-06 03:00:00,79,3,6,0,0,0,0
2024-06-06 04:00:00,68,3,6,0,0,0,0
2024-06-06 05:00:00,68,3,6,0,0,0,0
2024-06-06 06:00:00,95,3,6,0,0,0,0
2024-06-06 07:00:00,110,3,6,0,0,0,0
2024-06-06 08:00:00,122,3,6,0,0,0,0
2024-06-06 09:00:00,134,3,6,0,0,0,0
2024-06-06 10:00:00,133,3,6,0,0,0,0
2024-06-06 11:00:00,133,3,6,0,0,0,0
2024-06-06 12:00:00,136,3,6,0,0,0,0
2024-06-06 13:00:00,123,3,6,0,0,0,0
2024-06-06 14:00:00,115,3,6,0,0,0,0
2024-06-06 15:00:00,114,3,6,0,0,0,0
2024-06-06 16:00:00,126,3,6,0,0,0,0
2024-06-06 17:00:00,117,3,6,0,0,0,0
2024-06-06 18:00:00,114,3,6,0,0,0,0
2024-06-06 19:00:00,124,3,6,0,0,0,0
2024-06-06 20:00:00,105,3,6,0,0,0,0
2024-06-06 21:00:00,102,3,6,0,0,0,0
2024-06-06 22:00:00,93,3,6,0,0,0,0
2024-06-06 23:00:00,104,3,6,0,0,0,0
2024-06-07 00:00:00,71,4,6,0,0,0,0
2024-06-07 01:00:00,71,4,6,0,0,0,0
2024-06-07 02:00:00,73,4,6,0,0,0,0
2024-06-07 03:00:00,65,4,6,0,0,0,0
2024-06-07 04:00:00,78,4,6,0,0,0,0
2024-06-07 05:00:00,69,4,6,0,0,0,0
2024-06-07 06:00:00,91,4,6,0,0,0,0
2024-06-07 07:00:00,95,4,6,0,0,0,0
2024-06-07 08:00:00,113,4,6,0,0,0,0
2024-06-07 09:00:00,124,4,6,0,0,0,0
2024-06-07 10:00:00,130,4,6,0,0,0,0
2024-06-07 11:00:00,131,4,6,0,0,0,0
2024-06-07 12:00:00,130,4,6,0,0,0,0
2024-06-07 13:00:00,112,4,6,0,0,0,0
2024-06-07 14:00:00,108,4,6,0,0,0,0
2024-06-07 15:00:00,126,4,6,0,0,0,0
2024-06-07 16:00:00,113,4,6,0,0,0,0
2024-06-07 17:00:00,105,4,6,0,0,0,0
2024-06-07 18:00:00,107,4,6,0,0,0,0
2024-06-07 19:00:00,104,4,6,0,0,0,0
2024-06-07 20:00:00,109,4,6,0,0,0,0
2024-06-07 21:00:00,97,4,6,0,0,0,0
2024-06-07 22:00:00,92,4,6,0,0,0,0
2024-06-07 23:00:00,95,4,6,0,0,0,0
2024-06-08 00:00:00,61,5,6,1,0,0,0
2024-06-08 01:00:00,53,5,6,1,0,0,0
2024-06-08 02:00:00,56,5,6,1,0,0,0
2024-06-08 03:00:00,53,5,6,1,0,0,0
2024-06-08 04:00:00,47,5,6,1,0,0,0
2024-06-08 05:00:00,56,5,6,1,0,0,0
2024-06-08 06:00:00,65,5,6,1,0,0,0
2024-06-08 07:00:00,76,5,6,1,0,0,0
2024-06-08 08:00:00,88,5,6,1,0,0,0
2024-06-08 09:00:00,96,5,6,1,0,0,0
2024-06-08 10:00:00,97,5,6,1,0,0,0
2024-06-08 11:00:00,101,5,6,1,0,0,0
2024-06-08 12:00:00,98,5,6,1,0,0,0
2024-06-08 13:00:00,90,5,6,1,0,0,0
2024-06-08 14:00:00,88,5,6,1,0,0,0
2024-06-08 15:00:00,85,5,6,1,0,0,0
2024-06-08 16:00:00,97,5,6,1,0,0,0
2024-06-08 17:00:00,76,5,6,1,0,0,0
2024-06-08 18:00:00,81,5,6,1,0,0,0
2024-06-08 19:00:00,83,5,6,1,0,0,0
2024-06-08 20:00:00,83,5,6,1,0,0,0
2024-06-08 21:00:00,72,5,6,1,0,0,0
2024-06-08 22:00:00,68,5,6,1,0,0,0
2024-06-08 23:00:00,73,5,6,1,0,0,0
2024-06-09 00:00:00,55,6,6,1,0,0,0
2024-06-09 01:00:00,59,6,6,1,0,0,0
2024-06-09 02:00:00,59,6,6,1,0,0,0
2024-06-09 03:00:00,61,6,6,1,0,0,0
2024-06-09 04:00:00,55,6,6,1,0,0,0
2024-06-09 05:00:00,53,6,6,1,0,0,0
2024-06-09 06:00:00,81,6,6,1,0,0,0
2024-06-09 07:00:00,75,6,6,1,0,0,0
2024-06-09 08:00:00,92,6,6,1,0,0,0
2024-06-09 09:00:00,101,6,6,1,0,0,0
2024-06-09 10:00:00,106,6,6,1,0,0,0
2024-06-09 11:00:00,106,6,6,1,0,0,0
2024-06-09 12:00:00,99,6,6,1,0,0,0
2024-06-09 13:00:00,99,6,6,1,0,0,0
2024-06-09 14:00:00,93,6,6,1,0,0,0
2024-06-09 15:00:00,93,6,6,1,0,0,0
2024-06-09 16:00:00,90,6,6,1,0,0,0
2024-06-09 17:00:00,82,6,6,1,0,0,0
2024-06-09 18:00:00,85,6,6,1,0,0,0
2024-06-09 19:00:00,85,6,6,1,0,0,0
2024-06-09 20:00:00,91,6,6,1,0,0,0
2024-06-09 21:00:00,77,6,6,1,0,0,0
2024-06-09 22:00:00,73,6,6,1,0,0,0
2024-06-09 23:00:00,79,6,6,1,0,0,0
2024-06-10 00:00:00,84,0,6,0,0,0,0
2024-06-10 01:00:00,80,0,6,0,0,0,0
2024-06-10 02:00:00,85,0,6,0,0,0,0
2024-06-10 03:00:00,87,0,6,0,0,0,0
2024-06-10 04:00:00,84,0,6,0,0,0,0
2024-06-10 05:00:00,85,0,6,0,0,0,0
2024-06-10 06:00:00,107,0,6,0,0,0,0
2024-06-10 07:00:00,109,0,6,0,0,0,0
2024-06-10 08:00:00,128,0,6,0,0,0,0
2024-06-10 09:00:00,140,0,6,0,0,0,0
2024-06-10 10:00:00,138,0,6,0,0,0,0
2024-06-10 11:00:00,143,0,6,0,0,0,0
2024-06-10 12:00:00,141,0,6,0,0,0,0
2024-06-10 13:00:00,130,0,6,0,0,0,0
2024-06-10 14:00:00,130,0,6,0,0,0,0
2024-06-10 15:00:00,127,0,6,0,0,0,0
2024-06-10 16:00:00,126,0,6,0,0,0,0
2024-06-10 17:00:00,113,0,6,0,0,0,0
2024-06-10 18:00:00,119,0,6,0,0,0,0
2024-06-10 19:00:00,114,0,6,0,0,0,0
2024-06-10 20:00:00,124,0,6,0,0,0,0
2024-06-10 21:00:00,108,0,6,0,0,0,0
2024-06-10 22:00:00,107,0,6,0,0,0,0
2024-06-10 23:00:00,108,0,6,0,0,0,0
2024-06-11 00:00:00,84,1,6,0,0,0,0
2024-06-11 01:00:00,87,1,6,0,0,0,0
2024-06-11 02:00:00,83,1,6,0,0,0,0
2024-06-11 03:00:00,88,1,6,0,0,0,0
2024-06-11 04:00:00,84,1,6,0,0,0,0
2024-06-11 05:00:00,87,1,6,0,0,0,0
2024-06-11 06:00:00,104,1,6,0,0,0,0
2024-06-11 07:00:00,106,1,6,0,0,0,0
2024-06-11 08:00:00,131,1,6,0,0,0,0
2024-06-11 09:00:00,144,1,6,0,0,0,0
2024-06-11 10:00:00,138,1,6,0,0,0,0
2024-06-11 11:00:00,136,1,6,0,0,0,0
2024-06-11 12:00:00,147,1,6,0,0,0,0
2024-06-11 13:00:00,128,1,6,0,0,0,0
2024-06-11 14:00:00,133,1,6,0,0,0,0
2024-06-11 15:00:00,133,1,6,0,0,0,0
2024-06-11 16:00:00,129,1,6,0,0,0,0
2024-06-11 17:00:00,114,1,6,0,0,0,0
2024-06-11 18:00:00,116,1,6,0,0,0,0
2024-06-11 19:00:00,114,1,6,0,0,0,0
2024-06-11 20:00:00,125,1,6,0,0,0,0
2024-06-11 21:00:00,104,1,6,0,0,0,0
2024-06-11 22:00:00,103,1,6,0,0,0,0
2024-06-11 23:00:00,105,1,6,0,0,0,0
2024-06-12 00:00:00,78,2,6,0,0,0,0
2024-06-12 01:00:00,82,2,6,0,0,0,0
2024-06-12 02:00:00,81,2,6,0,0,0,0
2024-06-12 03:00:00,81,2,6,0,0,0,0
2024-06-12 04:00:00,74,2,6,0,0,0,0
2024-06-12 05:00:00,78,2,6,0,0,0,0
2024-06-12 06:00:00,99,2,6,0,0,0,0
2024-06-12 07:00:00,102,2,6,0,0,0,0
2024-06-12 08:00:00,124,2,6,0,0,0,0
2024-06-12 09:00:00,136,2,6,0,0,0,0
2024-06-12 10:00:00,140,2,6,0,0,0,0
2024-06-12 11:00:00,142,2,6,0,0,0,0
2024-06-12 12:00:00,142,2,6,0,0,0,0
2024-06-12 13:00:00,127,2,6,0,0,0,0
2024-06-12 14:00:00,131,2,6,0,0,0,0
2024-06-12 15:00:00,123,2,6,0,0,0,0
2024-06-12 16:00:00,130,2,6,0,0,0,0
2024-06-12 17:00:00,115,2,6,0,0,0,0
2024-06-12 18:00:00,123,2,6,0,0,0,0
2024-06-12 19:00:00,117,2,6,0,0,0,0
2024-06-12 20:00:00,117,2,6,0,0,0,0
2024-06-12 21:00:00,101,2,6,0,0,0,0
2024-06-12 22:00:00,107,2,6,0,0,0,0
2024-06-12 23:00:00,105,2,6,0,0,0,0
2024-06-13 00:00:00,80,3,6,0,0,0,0
2024-06-13 01:00:00,76,3,6,0,0,0,0
2024-06-13 02:00:00,66,3,6,0,0,0,0
2024-06-13 03:00:00,64,3,6,0,0,0,0
2024-06-13 04:00:00,78,3,6,0,0,0,0
2024-06-13 05:00:00,67,3,6,0,0,0,0
2024-06-13 06:00:00,100,3,6,0,0,0,0
2024-06-13 07:00:00,91,3,6,0,0,0,0
2024-06-13 08:00:00,115,3,6,0,0,0,0
2024-06-13 09:00:00,126,3,6,0,0,0,0
2024-06-13 10:00:00,136,3,6,0,0,0,0
2024-06-13 11:00:00,136,3,6,0,0,0,0
2024-06-13 12:00:00,141,3,6,0,0,0,0
2024-06-13 13:00:00,119,3,6,0,0,0,0
2024-06-13 14:00:00,123,3,6,0,0,0,0
2024-06-13 15:00:00,125,3,6,0,0,0,0
2024-06-13 16:00:00,126,3,6,0,0,0,0
2024-06-13 17:00:00,111,3,6,0,0,0,0
2024-06-13 18:00:00,109,3,6,0,0,0,0
2024-06-13 19:00:00,102,3,6,0,0,0,0
2024-06-13 20:00:00,122,3,6,0,0,0,0
2024-06-13 21:00:00,99,3,6,0,0,0,0
2024-06-13 22:00:00,100,3,6,0,0,0,0
2024-06-13 23:00:00,97,3,6,0,0,0,0
2024-06-14 00:00:00,73,4,6,0,0,0,0
2024-06-14 01:00:00,70,4,6,0,0,0,0
2024-06-14 02:00:00,67,4,6,0,0,0,0
2024-06-14 03:00:00,68,4,6,0,0,0,0
2024-06-14 04:00:00,60,4,6,0,0,0,0
2024-06-14 05:00:00,74,4,6,0,0,0,0
2024-06-14 06:00:00,97,4,6,0,0,0,0
2024-06-14 07:00:00,97,4,6,0,0,0,0
2024-06-14 08:00:00,115,4,6,0,0,0,0
2024-06-14 09:00:00,126,4,6,0,0,0,0
2024-06-14 10:00:00,138,4,6,0,0,0,0
2024-06-14 11:00:00,137,4,6,0,0,0,0
2024-06-14 12:00:00,127,4,6,0,0,0,0
2024-06-14 13:00:00,116,4,6,0,0,0,0
2024-06-14 14:00:00,113,4,6,0,0,0,0
2024-06-14 15:00:00,118,4,6,0,0,0,0
2024-06-14 16:00:00,116,4,6,0,0,0,0
2024-06-14 17:00:00,108,4,6,0,0,0,0
2024-06-14 18:00:00,105,4,6,0,0,0,0
2024-06-14 19:00:00,99,4,6,0,0,0,0
2024-06-14 20:00:00,111,4,6,0,0,0,0
2024-06-14 21:00:00,91,4,6,0,0,0,0
2024-06-14 22:00:00,92,4,6,0,0,0,0
2024-06-14 23:00:00,92,4,6,0,0,0,0
2024-06-15 00:00:00,54,5,6,1,0,0,0
2024-06-15 01:00:00,46,5,6,1,0,0,0
2024-06-15 02:00:00,57,5,6,1,0,0,0
2024-06-15 03:00:00,55,5,6,1,0,0,0
2024-06-15 04:00:00,50,5,6,1,0,0,0
2024-06-15 05:00:00,56,5,6,1,0,0,0
2024-06-15 06:00:00,74,5,6,1,0,0,0
2024-06-15 07:00:00,79,5,6,1,0,0,0
2024-06-15 08:00:00,92,5,6,1,0,0,0
2024-06-15 09:00:00,99,5,6,1,0,0,0
2024-06-15 10:00:00,96,5,6,1,0,0,0
2024-06-15 11:00:00,98,5,6,1,0,0,0
2024-06-15 12:00:00,107,5,6,1,0,0,0
2024-06-15 13:00:00,92,5,6,1,0,0,0
2024-06-15 14:00:00,85,5,6,1,0,0,0
2024-06-15 15:00:00,91,5,6,1,0,0,0
2024-06-15 16:00:00,93,5,6,1,0,0,0
2024-06-15 17:00:00,81,5,6,1,0,0,0
2024-06-15 18:00:00,77,5,6,1,0,0,0
2024-06-15 19:00:00,75,5,6,1,0,0,0
2024-06-15 20:00:00,78,5,6,1,0,0,0
2024-06-15 21:00:00,66,5,6,1,0,0,0
2024-06-15 22:00:00,75,5,6,1,0,0,0
2024-06-15 23:00:00,74,5,6,1,0,0,0
2024-06-16 00:00:00,54,6,6,1,0,0,0
2024-06-16 01:00:00,52,6,6,1,0,0,0
2024-06-16 02:00:00,52,6,6,1,0,0,0
2024-06-16 03:00:00,62,6,6,1,0,0,0
2024-06-16 04:00:00,63,6,6,1,0,0,0
2024-06-16 05:00:00,67,6,6,1,0,0,0
2024-06-16 06:00:00,78,6,6,1,0,0,0
2024-06-16 07:00:00,79,6,6,1,0,0,0
2024-06-16 08:00:00,94,6,6,1,0,0,0
2024-06-16 09:00:00,104,6,6,1,0,0,0
2024-06-16 10:00:00,106,6,6,1,0,0,0
2024-06-16 11:00:00,105,6,6,1,0,0,0
2024-06-16 12:00:00,107,6,6,1,0,0,0
2024-06-16 13:00:00,93,6,6,1,0,0,0
2024-06-16 14:00:00,91,6,6,1,0,0,0
2024-06-16 15:00:00,105,6,6,1,0,0,0
2024-06-16 16:00:00,92,6,6,1,0,0,0
2024-06-16 17:00:00,87,6,6,1,0,0,0
2024-06-16 18:00:00,92,6,6,1,0,0,0
2024-06-16 19:00:00,89,6,6,1,0,0,0
2024-06-16 20:00:00,94,6,6,1,0,0,0
2024-06-16 21:00:00,77,6,6,1,0,0,0
2024-06-16 22:00:00,81,6,6,1,0,0,0
2024-06-16 23:00:00,79,6,6,1,0,0,0
2024-06-17 00:00:00,86,0,6,0,0,0,0
2024-06-17 01:00:00,79,0,6,0,0,0,0
2024-06-17 02:00:00,89,0,6,0,0,0,0
2024-06-17 03:00:00,83,0,6,0,0,0,0
2024-06-17 04:00:00,87,0,6,0,0,0,0
2024-06-17 05:00:00,80,0,6,0,0,0,0
2024-06-17 06:00:00,108,0,6,0,0,0,0
2024-06-17 07:00:00,113,0,6,0,0,0,0
2024-06-17 08:00:00,131,0,6,0,0,0,0
2024-06-17 09:00:00,144,0,6,0,0,0,0
2024-06-17 10:00:00,143,0,6,0,0,0,0
2024-06-17 11:00:00,137,0,6,0,0,0,0
2024-06-17 12:00:00,142,0,6,0,0,0,0
2024-06-17 13:00:00,134,0,6,0,0,0,0
2024-06-17 14:00:00,124,0,6,0,0,0,0
2024-06-17 15:00:00,126,0,6,0,0,0,0
2024-06-17 16:00:00,131,0,6,0,0,0,0
2024-06-17 17:00:00,119,0,6,0,0,0,0
2024-06-17 18:00:00,116,0,6,0,0,0,0
2024-06-17 19:00:00,116,0,6,0,0,0,0
2024-06-17 20:00:00,114,0,6,0,0,0,0
2024-06-17 21:00:00,110,0,6,0,0,0,0
2024-06-17 22:00:00,104,0,6,0,0,0,0
2024-06-17 23:00:00,100,0,6,0,0,0,0
2024-06-18 00:00:00,81,1,6,0,0,0,0
2024-06-18 01:00:00,80,1,6,0,0,0,0
2024-06-18 02:00:00,82,1,6,0,0,0,0
2024-06-18 03:00:00,79,1,6,0,0,0,0
2024-06-18 04:00:00,79,1,6,0,0,0,0
2024-06-18 05:00:00,87,1,6,0,0,0,0
2024-06-18 06:00:00,113,1,6,0,0,0,0
2024-06-18 07:00:00,116,1,6,0,0,0,0
2024-06-18 08:00:00,135,1,6,0,0,0,0
2024-06-18 09:00:00,146,1,6,0,0,0,0
2024-06-18 10:00:00,140,1,6,0,0,0,0
2024-06-18 11:00:00,144,1,6,0,0,0,0
2024-06-18 12:00:00,137,1,6,0,0,0,0
2024-06-18 13:00:00,127,1,6,0,0,0,0
2024-06-18 14:00:00,129,1,6,0,0,0,0
2024-06-18 15:00:00,137,1,6,0,0,0,0
2024-06-18 16:00:00,130,1,6,0,0,0,0
2024-06-18 17:00:00,122,1,6,0,0,0,0
2024-06-18 18:00:00,121,1,6,0,0,0,0
2024-06-18 19:00:00,117,1,6,0,0,0,0
2024-06-18 20:00:00,118,1,6,0,0,0,0
2024-06-18 21:00:00,103,1,6,0,0,0,0
2024-06-18 22:00:00,110,1,6,0,0,0,0
2024-06-18 23:00:00,105,1,6,0,0,0,0
2024-06-19 00:00:00,84,2,6,0,0,0,0
2024-06-19 01:00:00,67,2,6,0,0,0,0
2024-06-19 02:00:00,77,2,6,0,0,0,0
2024-06-19 03:00:00,73,2,6,0,0,0,0
2024-06-19 04:00:00,79,2,6,0,0,0,0
2024-06-19 05:00:00,75,2,6,0,0,0,0
2024-06-19 06:00:00,103,2,6,0,0,0,0
2024-06-19 07:00:00,110,2,6,0,0,0,0
2024-06-19 08:00:00,127,2,6,0,0,0,0
2024-06-19 09:00:00,139,2,6,0,0,0,0
2024-06-19 10:00:00,132,2,6,0,0,0,0
2024-06-19 11:00:00,140,2,6,0,0,0,0
2024-06-19 12:00:00,139,2,6,0,0,0,0
2024-06-19 13:00:00,121,2,6,0,0,0,0
2024-06-19 14:00:00,129,2,6,0,0,0,0
2024-06-19 15:00:00,123,2,6,0,0,0,0
2024-06-19 16:00:00,123,2,6,0,0,0,0
2024-06-19 17:00:00,112,2,6,0,0,0,0
2024-06-19 18:00:00,124,2,6,0,0,0,0
2024-06-19 19:00:00,110,2,6,0,0,0,0
2024-06-19 20:00:00,112,2,6,0,0,0,0
2024-06-19 21:00:00,107,2,6,0,0,0,0
2024-06-19 22:00:00,106,2,6,0,0,0,0
2024-06-19 23:00:00,105,2,6,0,0,0,0
2024-06-20 00:00:00,71,3,6,0,0,0,0
2024-06-20 01:00:00,76,3,6,0,0,0,0
2024-06-20 02:00:00,72,3,6,0,0,0,0
2024-06-20 03:00:00,70,3,6,0,0,0,0
2024-06-20 04:00:00,78,3,6,0,0,0,0
2024-06-20 05:00:00,73,3,6,0,0,0,0
2024-06-20 06:00:00,106,3,6,0,0,0,0
2024-06-20 07:00:00,100,3,6,0,0,0,0
2024-06-20 08:00:00,122,3,6,0,0,0,0
2024-06-20 09:00:00,134,3,6,0,0,0,0
2024-06-20 10:00:00,135,3,6,0,0,0,0
2024-06-20 11:00:00,132,3,6,0,0,0,0
2024-06-20 12:00:00,132,3,6,0,0,0,0
2024-06-20 13:00:00,117,3,6,0,0,0,0
2024-06-20 14:00:00,120,3,6,0,0,0,0
2024-06-20 15:00:00,116,3,6,0,0,0,0
2024-06-20 16:00:00,112,3,6,0,0,0,0
2024-06-20 17:00:00,114,3,6,0,0,0,0
2024-06-20 18:00:00,111,3,6,0,0,0,0
2024-06-20 19:00:00,99,3,6,0,0,0,0
2024-06-20 20:00:00,109,3,6,0,0,0,0
2024-06-20 21:00:00,101,3,6,0,0,0,0
2024-06-20 22:00:00,93,3,6,0,0,0,0
2024-06-20 23:00:00,104,3,6,0,0,0,0
2024-06-21 00:00:00,69,4,6,0,0,0,0
2024-06-21 01:00:00,72,4,6,0,0,0,0
2024-06-21 02:00:00,67,4,6,0,0,0,0
2024-06-21 03:00:00,70,4,6,0,0,0,0
2024-06-21 04:00:00,70,4,6,0,0,0,0
2024-06-21 05:00:00,62,4,6,0,0,0,0
2024-06-21 06:00:00,92,4,6,0,0,0,0
2024-06-21 07:00:00,97,4,6,0,0,0,0
2024-06-21 08:00:00,112,4,6,0,0,0,0
2024-06-21 09:00:00,123,4,6,0,0,0,0
2024-06-21 10:00:00,124,4,6,0,0,0,0
2024-06-21 11:00:00,125,4,6,0,0,0,0
2024-06-21 12:00:00,122,4,6,0,0,0,0
2024-06-21 13:00:00,110,4,6,0,0,0,0
2024-06-21 14:00:00,126,4,6,0,0,0,0
2024-06-21 15:00:00,120,4,6,0,0,0,0
2024-06-21 16:00:00,118,4,6,0,0,0,0
2024-06-21 17:00:00,105,4,6,0,0,0,0
2024-06-21 18:00:00,114,4,6,0,0,0,0
2024-06-21 19:00:00,94,4,6,0,0,0,0
2024-06-21 20:00:00,106,4,6,0,0,0,0
2024-06-21 21:00:00,93,4,6,0,0,0,0
2024-06-21 22:00:00,96,4,6,0,0,0,0
2024-06-21 23:00:00,85,4,6,0,0,0,0
2024-06-22 00:00:00,47,5,6,1,0,0,0
2024-06-22 01:00:00,54,5,6,1,0,0,0
2024-06-22 02:00:00,46,5,6,1,0,0,0
2024-06-22 03:00:00,52,5,6,1,0,0,0
2024-06-22 04:00:00,45,5,6,1,0,0,0
2024-06-22 05:00:00,53,5,6,1,0,0,0
2024-06-22 06:00:00,71,5,6,1,0,0,0
2024-06-22 07:00:00,70,5,6,1,0,0,0
2024-06-22 08:00:00,85,5,6,1,0,0,0
2024-06-22 09:00:00,93,5,6,1,0,0,0
2024-06-22 10:00:00,92,5,6,1,0,0,0
2024-06-22 11:00:00,96,5,6,1,0,0,0
2024-06-22 12:00:00,95,5,6,1,0,0,0
2024-06-22 13:00:00,92,5,6,1,0,0,0
2024-06-22 14:00:00,73,5,6,1,0,0,0
2024-06-22 15:00:00,93,5,6,1,0,0,0
2024-06-22 16:00:00,90,5,6,1,0,0,0
2024-06-22 17:00:00,80,5,6,1,0,0,0
2024-06-22 18:00:00,79,5,6,1,0,0,0
2024-06-22 19:00:00,77,5,6,1,0,0,0
2024-06-22 20:00:00,77,5,6,1,0,0,0
2024-06-22 21:00:00,75,5,6,1,0,0,0
2024-06-22 22:00:00,66,5,6,1,0,0,0
2024-06-22 23:00:00,77,5,6,1,0,0,0
2024-06-23 00:00:00,59,6,6,1,0,0,0
2024-06-23 01:00:00,61,6,6,1,0,0,0
2024-06-23 02:00:00,58,6,6,1,0,0,0
2024-06-23 03:00:00,54,6,6,1,0,0,0
2024-06-23 04:00:00,52,6,6,1,0,0,0
2024-06-23 05:00:00,47,6,6,1,0,0,0
2024-06-23 06:00:00,64,6,6,1,0,0,0
2024-06-23 07:00:00,81,6,6,1,0,0,0
2024-06-23 08:00:00,86,6,6,1,0,0,0
2024-06-23 09:00:00,94,6,6,1,0,0,0
2024-06-23 10:00:00,104,6,6,1,0,0,0
2024-06-23 11:00:00,100,6,6,1,0,0,0
2024-06-23 12:00:00,109,6,6,1,0,0,0
2024-06-23 13:00:00,91,6,6,1,0,0,0
2024-06-23 14:00:00,89,6,6,1,0,0,0
2024-06-23 15:00:00,89,6,6,1,0,0,0
2024-06-23 16:00:00,90,6,6,1,0,0,0
2024-06-23 17:00:00,79,6,6,1,0,0,0
2024-06-23 18:00:00,83,6,6,1,0,0,0
2024-06-23 19:00:00,93,6,6,1,0,0,0
2024-06-23 20:00:00,84,6,6,1,0,0,0
2024-06-23 21:00:00,79,6,6,1,0,0,0
2024-06-23 22:00:00,72,6,6,1,0,0,0
2024-06-23 23:00:00,79,6,6,1,0,0,0
2024-06-24 00:00:00,76,0,6,0,0,0,0
2024-06-24 01:00:00,84,0,6,0,0,0,0
2024-06-24 02:00:00,84,0,6,0,0,0,0
2024-06-24 03:00:00,81,0,6,0,0,0,0
2024-06-24 04:00:00,88,0,6,0,0,0,0
2024-06-24 05:00:00,82,0,6,0,0,0,0
2024-06-24 06:00:00,98,0,6,0,0,0,0
2024-06-24 07:00:00,107,0,6,0,0,0,0
2024-06-24 08:00:00,126,0,6,0,0,0,0
2024-06-24 09:00:00,138,0,6,0,0,0,0
2024-06-24 10:00:00,147,0,6,0,0,0,0
2024-06-24 11:00:00,140,0,6,0,0,0,0
