datetime,patients,day_of_week,day_of_week_name,month,is_weekend,holiday,holiday_name,weather,weather_type,weather_severity,hospital capacity,is_capped,is_emergency,emergency_spike,is_outbreak,outbreak_intensity,is_staff_shortage,staff_shortage_impact,scenario_primary,scenario_code,y_patients_t_plus_1,y_patients_t_plus_24,hour,season,week_of_year,shift_period,is_holiday,is_holiday_or_event,event_flag,arrivals,admissions,discharges,transfers,emergency_arrivals,elective_arrivals,waiting_patients,avg_wait_time_minutes,occupancy_rate,bed_occupancy,occupied_beds,available_beds,available_doctors,available_nurses,staff_on_duty,doctor_shortage,nurse_shortage,bed_shortage,appointments_count,or_bookings_count,delayed_discharge_count,department_pressure_score,er_pressure_score,doctors_available,nurses_available,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24,predicted_patients_next_hour
2024-08-23 04:00:00,68,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,75,53,4,Summer,34,Night,0,0,0,10,4,7,0,4,6,3,26,0.58,0.58,126,92,36,82,118,0,0,0,5,1,0,40.85,45.75,36,82,73,76,71.67,80.33,103.88,75
2024-08-23 05:00:00,75,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,92,53,5,Summer,34,Night,0,0,0,13,6,6,0,5,8,2,24,0.58,0.58,126,92,36,82,118,0,0,0,4,0,0,39.0,43.68,36,82,68,76,71.67,74.33,103.54,92
2024-08-23 06:00:00,92,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,89,69,6,Summer,34,Night,0,0,0,14,6,11,0,5,9,1,21,0.58,0.58,126,92,36,82,118,0,0,5,5,2,0,37.65,42.17,36,82,75,98,72.0,71.0,103.5,89
2024-08-23 07:00:00,89,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,112,73,7,Summer,34,Morning,0,0,0,17,7,8,1,6,11,0,18,0.58,0.58,126,92,42,96,138,0,0,2,6,5,0,36.3,40.66,42,96,92,98,78.33,75.0,103.25,112
2024-08-23 08:00:00,112,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,123,88,8,Summer,34,Morning,0,0,0,24,10,13,1,9,15,4,29,0.58,0.58,126,92,42,96,138,0,0,26,21,3,0,46.45,52.02,42,96,89,119,85.33,78.5,102.88,123
2024-08-23 09:00:00,123,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,3,0,0,0,0,Normal Operations,0,125,96,9,Summer,34,Morning,0,0,0,23,10,13,1,9,14,6,35,0.58,0.58,126,92,42,96,138,0,0,38,23,4,0,50.15,56.17,42,96,112,131,97.67,84.83,102.58,125
2024-08-23 10:00:00,125,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,12,0,0,0,0,Normal Operations,0,129,97,10,Summer,34,Morning,0,0,0,32,14,10,1,12,20,4,29,0.58,0.58,126,92,42,96,138,0,0,40,23,4,0,46.95,52.58,42,96,123,132,108.0,93.17,102.25,129
2024-08-23 11:00:00,129,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,7,0,0,0,0,Normal Operations,0,125,100,11,Summer,34,Morning,0,0,0,27,12,12,1,10,17,5,32,0.592,0.592,129,89,42,96,138,0,0,47,21,3,0,48.75,54.6,42,96,125,129,120.0,102.67,101.96,125
2024-08-23 12:00:00,125,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,8,0,0,0,0,Normal Operations,0,119,102,12,Summer,34,Morning,0,0,0,28,12,13,1,11,17,4,29,0.58,0.58,126,92,42,96,138,0,0,40,20,3,0,46.2,51.74,42,96,129,134,125.67,111.67,101.96,119
2024-08-23 13:00:00,119,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,112,87,13,Summer,34,Morning,0,0,0,23,10,8,1,9,14,3,26,0.58,0.58,126,92,42,96,138,0,0,33,18,4,0,44.1,49.39,42,96,125,124,126.33,117.17,101.58,112
2024-08-23 14:00:00,112,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,111,89,14,Summer,34,Morning,0,0,0,19,8,14,1,7,12,5,32,0.58,0.58,126,92,42,96,138,0,0,26,22,5,0,48.3,54.1,42,96,119,122,124.33,122.17,101.38,111
2024-08-23 15:00:00,111,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,120,92,15,Summer,34,Evening,0,0,0,20,9,10,1,8,12,2,24,0.58,0.58,126,92,42,96,138,0,0,25,18,7,0,42.5,47.6,42,96,112,118,118.67,122.17,100.96,120
2024-08-23 16:00:00,120,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,6,0,0,0,0,Normal Operations,0,107,88,16,Summer,34,Evening,0,0,0,26,11,22,1,10,16,5,32,0.58,0.58,126,92,42,96,138,0,0,34,20,5,1,47.8,53.54,42,96,111,113,114.0,120.17,100.67,107
2024-08-23 17:00:00,107,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,100,89,17,Summer,34,Evening,0,0,0,19,8,17,1,7,12,4,29,0.58,0.58,126,92,42,96,138,0,0,21,9,4,1,43.45,48.66,42,96,120,110,114.33,119.33,100.96,100
2024-08-23 18:00:00,100,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,103,81,18,Summer,34,Evening,0,0,0,16,7,17,1,8,8,4,29,0.58,0.58,126,92,42,96,138,0,0,13,0,2,1,41.2,46.14,42,96,107,117,112.67,115.67,100.83,103
2024-08-23 19:00:00,103,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,108,85,19,Summer,34,Evening,0,0,0,21,9,18,1,10,11,2,24,0.58,0.58,126,92,42,96,138,0,0,17,0,2,0,38.0,42.56,42,96,100,115,109.0,111.5,100.12,108
2024-08-23 20:00:00,108,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,97,86,20,Summer,34,Evening,0,0,0,18,8,19,1,9,9,4,29,0.58,0.58,126,92,42,96,138,0,0,22,5,0,1,42.45,47.54,42,96,103,108,103.33,108.83,99.62,97
2024-08-23 21:00:00,97,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,90,78,21,Summer,34,Evening,0,0,0,17,7,10,1,8,9,2,24,0.58,0.58,126,92,42,96,138,0,0,10,1,2,0,38.25,42.84,42,96,108,91,103.67,108.17,99.62,90
2024-08-23 22:00:00,90,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,97,74,22,Summer,34,Evening,0,0,0,13,6,8,0,6,7,1,21,0.58,0.58,126,92,42,96,138,0,0,3,1,3,0,36.65,41.05,42,96,97,104,102.67,105.83,99.88,97
2024-08-23 23:00:00,97,4,Friday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,60,79,23,Summer,34,Night,0,0,0,14,6,8,0,7,7,3,26,0.58,0.58,126,92,36,82,118,0,0,10,9,1,0,41.85,46.87,36,82,90,95,98.33,100.83,99.29,60
2024-08-24 00:00:00,60,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,55,55,0,Summer,34,Night,0,0,0,13,4,5,0,5,8,1,21,0.58,0.58,126,92,36,82,118,0,0,0,1,1,0,36.65,41.05,36,82,97,68,94.67,99.17,99.38,55
2024-08-24 01:00:00,55,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,53,65,1,Summer,34,Night,0,0,0,11,4,9,0,4,7,3,26,0.58,0.58,126,92,36,82,118,0,0,0,6,1,0,41.1,46.03,36,82,60,68,82.33,92.5,99.04,53
2024-08-24 02:00:00,53,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,46,58,2,Summer,34,Night,0,0,0,6,3,8,0,2,4,0,18,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,35.8,40.1,36,82,55,74,70.67,84.5,98.5,46
2024-08-24 03:00:00,46,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,53,51,3,Summer,34,Night,0,0,0,9,3,2,0,3,6,2,24,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,39.0,43.68,36,82,53,73,56.0,75.33,97.62,53
2024-08-24 04:00:00,53,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,53,57,4,Summer,34,Night,0,0,0,11,4,4,0,4,7,5,32,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,43.8,49.06,36,82,46,68,51.33,66.83,96.5,53
2024-08-24 05:00:00,53,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,69,56,5,Summer,34,Night,0,0,0,9,3,4,0,3,6,0,18,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,35.8,40.1,36,82,53,75,50.67,60.67,95.88,69
2024-08-24 06:00:00,69,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,73,75,6,Summer,34,Night,0,0,0,12,4,11,0,5,7,2,24,0.58,0.58,126,92,36,82,118,0,0,0,5,1,0,39.25,43.96,36,82,53,92,50.67,53.33,94.96,73
2024-08-24 07:00:00,73,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,88,78,7,Summer,34,Morning,0,0,0,14,5,10,0,5,9,5,32,0.58,0.58,126,92,42,96,138,0,0,0,7,2,0,44.55,49.9,42,96,69,89,58.33,54.83,94.0,88
2024-08-24 08:00:00,88,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,96,92,8,Summer,34,Morning,0,0,0,22,7,7,1,8,14,3,26,0.58,0.58,126,92,42,96,138,0,0,1,3,1,0,40.35,45.19,42,96,73,112,65.0,57.83,93.33,96
2024-08-24 09:00:00,96,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,6,0,0,0,0,Normal Operations,0,97,101,9,Summer,34,Morning,0,0,0,24,8,11,1,9,15,5,32,0.58,0.58,126,92,42,96,138,0,0,9,6,1,0,44.3,49.62,42,96,88,123,76.67,63.67,92.33,97
2024-08-24 10:00:00,97,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,8,0,0,0,0,Normal Operations,0,100,109,10,Summer,34,Morning,0,0,0,25,8,9,1,10,15,4,29,0.58,0.58,126,92,42,96,138,0,0,10,6,0,0,42.7,47.82,42,96,96,125,85.67,72.0,91.21,100
2024-08-24 11:00:00,100,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,10,0,0,0,0,Normal Operations,0,102,109,11,Summer,34,Morning,0,0,0,27,9,12,1,10,17,5,32,0.58,0.58,126,92,42,96,138,0,0,13,7,0,0,44.55,49.9,42,96,97,129,93.67,79.33,90.04,102
2024-08-24 12:00:00,102,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,6,0,0,0,0,Normal Operations,0,87,103,12,Summer,34,Morning,0,0,0,23,8,11,1,9,14,5,32,0.58,0.58,126,92,42,96,138,0,0,16,5,1,0,44.05,49.34,42,96,100,125,97.67,87.17,88.83,87
2024-08-24 13:00:00,87,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,89,93,13,Summer,34,Morning,0,0,0,16,5,10,0,6,10,4,29,0.58,0.58,126,92,42,96,138,0,0,0,2,2,0,41.7,46.7,42,96,102,119,99.67,92.67,87.88,89
2024-08-24 14:00:00,89,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,92,94,14,Summer,34,Morning,0,0,0,17,6,7,0,6,11,3,26,0.58,0.58,126,92,42,96,138,0,0,2,4,2,0,40.6,45.47,42,96,87,112,96.33,95.0,86.54,92
2024-08-24 15:00:00,92,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,88,91,15,Summer,34,Evening,0,0,0,19,6,10,0,7,12,2,24,0.58,0.58,126,92,42,96,138,0,0,5,1,0,0,38.25,42.84,42,96,89,111,92.67,95.17,85.58,88
2024-08-24 16:00:00,88,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,89,92,16,Summer,34,Evening,0,0,0,15,5,14,0,6,9,4,29,0.58,0.58,126,92,42,96,138,0,0,1,6,1,1,42.7,47.82,42,96,92,120,89.33,94.5,84.79,89
2024-08-24 17:00:00,89,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,81,89,17,Summer,34,Evening,0,0,0,17,6,16,0,6,11,4,29,0.58,0.58,126,92,42,96,138,0,0,2,4,3,1,42.2,47.26,42,96,88,107,89.67,93.0,83.46,81
2024-08-24 18:00:00,81,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,85,83,18,Summer,34,Evening,0,0,0,11,4,10,0,5,6,1,21,0.58,0.58,126,92,42,96,138,0,0,0,4,1,0,37.4,41.89,42,96,89,100,89.67,91.17,82.71,85
2024-08-24 19:00:00,85,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,4,0,0,0,0,Normal Operations,0,86,91,19,Summer,34,Evening,0,0,0,20,7,16,1,10,10,3,26,0.58,0.58,126,92,42,96,138,0,0,0,2,1,1,40.1,44.91,42,96,81,103,86.0,87.67,81.92,86
2024-08-24 20:00:00,86,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,78,90,20,Summer,34,Evening,0,0,0,13,4,15,0,6,7,3,26,0.58,0.58,126,92,42,96,138,0,0,0,5,1,1,40.85,45.75,42,96,85,108,85.0,87.33,81.17,78
2024-08-24 21:00:00,78,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,74,80,21,Summer,34,Evening,0,0,0,14,5,3,0,7,7,3,26,0.58,0.58,126,92,42,96,138,0,0,0,2,1,0,40.1,44.91,42,96,86,97,84.0,86.83,80.25,74
2024-08-24 22:00:00,74,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,79,81,22,Summer,34,Evening,0,0,0,13,4,10,0,6,7,4,29,0.58,0.58,126,92,42,96,138,0,0,0,9,1,0,43.45,48.66,42,96,78,90,83.0,84.5,79.46,79
2024-08-24 23:00:00,79,5,Saturday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,55,76,23,Summer,34,Night,0,0,0,10,3,6,0,5,5,2,24,0.58,0.58,126,92,36,82,118,0,0,0,0,0,0,38.0,42.56,36,82,74,97,79.33,82.17,78.79,55
2024-08-25 00:00:00,55,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,65,82,0,Summer,34,Night,0,0,0,12,4,6,0,5,7,4,29,0.58,0.58,126,92,36,82,118,0,0,0,5,2,0,42.45,47.54,36,82,79,60,77.0,80.5,78.04,65
2024-08-25 01:00:00,65,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,58,80,1,Summer,34,Night,0,0,0,13,4,4,0,5,8,3,26,0.58,0.58,126,92,36,82,118,0,0,0,5,1,0,40.85,45.75,36,82,55,55,69.33,76.17,77.83,58
2024-08-25 02:00:00,58,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,51,88,2,Summer,34,Night,0,0,0,8,3,4,0,3,5,1,21,0.58,0.58,126,92,36,82,118,0,0,0,5,0,0,37.65,42.17,36,82,65,53,66.33,72.83,78.25,51
2024-08-25 03:00:00,51,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,57,89,3,Summer,34,Night,0,0,0,10,3,6,0,4,6,1,21,0.58,0.58,126,92,36,82,118,0,0,0,3,0,0,37.15,41.61,36,82,58,46,59.33,68.17,78.46,57
2024-08-25 04:00:00,57,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,56,79,4,Summer,34,Night,0,0,0,11,4,7,0,4,7,2,24,0.58,0.58,126,92,36,82,118,0,0,0,2,1,0,38.5,43.12,36,82,51,53,58.0,63.67,78.67,56
2024-08-25 05:00:00,56,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,75,87,5,Summer,34,Night,0,0,0,14,5,12,0,5,9,4,29,0.58,0.58,126,92,36,82,118,0,0,0,3,0,0,41.95,46.98,36,82,57,53,55.33,60.83,78.83,75
2024-08-25 06:00:00,75,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,78,113,6,Summer,34,Night,0,0,0,13,4,5,0,5,8,2,24,0.58,0.58,126,92,36,82,118,0,0,0,2,1,0,38.5,43.12,36,82,56,69,54.67,57.0,78.96,78
2024-08-25 07:00:00,78,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,92,110,7,Summer,34,Morning,0,0,0,13,4,11,0,5,8,3,26,0.58,0.58,126,92,42,96,138,0,0,0,4,0,0,40.6,45.47,42,96,75,73,62.67,60.33,79.21,92
2024-08-25 08:00:00,92,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,7,0,0,0,0,Normal Operations,0,101,131,8,Summer,34,Morning,0,0,0,23,8,3,1,9,14,2,24,0.58,0.58,126,92,42,96,138,0,0,5,5,0,0,39.25,43.96,42,96,78,88,69.67,62.5,79.42,101
2024-08-25 09:00:00,101,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,9,0,0,0,0,Normal Operations,0,109,144,9,Summer,34,Morning,0,0,0,25,8,6,1,10,15,2,24,0.58,0.58,126,92,42,96,138,0,0,15,2,2,0,38.5,43.12,42,96,92,96,81.67,68.17,79.58,109
2024-08-25 10:00:00,109,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,7,0,0,0,0,Normal Operations,0,109,140,10,Summer,34,Morning,0,0,0,23,8,10,1,9,14,4,29,0.58,0.58,126,92,42,96,138,0,0,23,5,0,0,42.45,47.54,42,96,101,97,90.33,76.5,79.79,109
2024-08-25 11:00:00,109,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,10,0,0,0,0,Normal Operations,0,103,141,11,Summer,34,Morning,0,0,0,26,9,7,1,10,16,4,29,0.58,0.58,126,92,42,96,138,0,0,23,5,0,0,42.45,47.54,42,96,109,100,100.67,85.17,80.29,103
2024-08-25 12:00:00,103,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,10,0,0,0,0,Normal Operations,0,93,145,12,Summer,34,Morning,0,0,0,26,9,10,1,10,16,6,35,0.58,0.58,126,92,42,96,138,0,0,17,1,1,0,44.65,50.01,42,96,109,102,106.33,94.0,80.67,93
2024-08-25 13:00:00,93,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,94,128,13,Summer,34,Morning,0,0,0,18,6,5,0,7,11,3,26,0.58,0.58,126,92,42,96,138,0,0,6,6,1,0,41.1,46.03,42,96,103,87,107.0,98.67,80.71,94
2024-08-25 14:00:00,94,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,3,0,0,0,0,Normal Operations,0,91,127,14,Summer,34,Morning,0,0,0,19,6,11,0,7,12,2,24,0.58,0.58,126,92,42,96,138,0,0,7,5,2,0,39.25,43.96,42,96,93,89,101.67,101.17,80.96,91
2024-08-25 15:00:00,91,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,92,132,15,Summer,34,Evening,0,0,0,18,6,10,0,7,11,3,26,0.58,0.58,126,92,42,96,138,0,0,4,6,3,0,41.1,46.03,42,96,94,92,96.67,101.5,81.17,92
2024-08-25 16:00:00,92,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,89,128,16,Summer,34,Evening,0,0,0,14,5,13,0,5,9,2,24,0.58,0.58,126,92,42,96,138,0,0,5,7,0,0,39.75,44.52,42,96,91,88,92.67,99.83,81.12,89
2024-08-25 17:00:00,89,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,83,127,17,Summer,34,Evening,0,0,0,17,6,17,0,6,11,1,21,0.58,0.58,126,92,42,96,138,0,0,2,6,1,0,37.9,42.45,42,96,92,89,92.33,97.0,81.29,83
2024-08-25 18:00:00,83,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,91,118,18,Summer,34,Evening,0,0,0,15,5,16,0,7,8,3,26,0.58,0.58,126,92,42,96,138,0,0,0,4,2,1,40.6,45.47,42,96,89,81,90.67,93.67,81.29,91
2024-08-25 19:00:00,91,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,90,119,19,Summer,34,Evening,0,0,0,17,6,15,0,8,9,3,26,0.58,0.58,126,92,42,96,138,0,0,4,1,0,1,39.85,44.63,42,96,83,85,88.0,90.33,81.38,90
2024-08-25 20:00:00,90,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,2,0,0,0,0,Normal Operations,0,80,115,20,Summer,34,Evening,0,0,0,18,6,14,0,9,9,2,24,0.58,0.58,126,92,42,96,138,0,0,3,4,2,0,39.0,43.68,42,96,91,86,87.67,90.0,81.62,80
2024-08-25 21:00:00,80,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,81,111,21,Summer,34,Evening,0,0,0,15,5,6,0,7,8,1,21,0.58,0.58,126,92,42,96,138,0,0,0,1,1,0,36.65,41.05,42,96,90,78,88.0,89.33,81.79,81
2024-08-25 22:00:00,81,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,76,109,22,Summer,34,Evening,0,0,0,13,4,8,0,6,7,3,26,0.58,0.58,126,92,42,96,138,0,0,0,6,1,0,41.1,46.03,42,96,80,74,87.0,87.5,81.88,76
2024-08-25 23:00:00,76,6,Sunday,8,1,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,82,105,23,Summer,34,Night,0,0,0,12,4,9,0,6,6,3,26,0.58,0.58,126,92,36,82,118,0,0,0,4,1,0,40.6,45.47,36,82,81,79,83.67,85.67,82.17,82
2024-08-26 00:00:00,82,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,80,77,0,Summer,35,Night,0,0,0,15,6,8,0,6,9,2,24,0.58,0.58,126,92,36,82,118,0,0,0,5,2,0,39.25,43.96,36,82,76,55,79.0,83.5,82.04,80
2024-08-26 01:00:00,80,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,88,83,1,Summer,35,Night,0,0,0,18,8,8,1,7,11,4,29,0.58,0.58,126,92,36,82,118,0,0,0,4,0,0,42.2,47.26,36,82,82,65,79.67,83.33,83.17,88
2024-08-26 02:00:00,88,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,89,79,2,Summer,35,Night,0,0,0,15,6,10,0,6,9,4,29,0.58,0.58,126,92,36,82,118,0,0,1,6,2,0,42.7,47.82,36,82,80,58,79.33,81.5,83.79,89
2024-08-26 03:00:00,89,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,79,88,3,Summer,35,Night,0,0,0,17,7,8,1,6,11,3,26,0.58,0.58,126,92,36,82,118,0,0,2,2,0,0,40.1,44.91,36,82,88,51,83.33,81.17,85.04,79
2024-08-26 04:00:00,79,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,87,78,4,Summer,35,Night,0,0,0,13,6,8,0,5,8,2,24,0.58,0.58,126,92,36,82,118,0,0,0,8,3,0,40.0,44.8,36,82,89,57,85.67,82.67,86.62,87
2024-08-26 05:00:00,87,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,113,79,5,Summer,35,Night,0,0,0,14,6,10,0,5,9,2,24,0.58,0.58,126,92,36,82,118,0,0,0,5,0,0,39.25,43.96,36,82,79,56,85.33,82.33,87.54,113
2024-08-26 06:00:00,113,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,0,0,0,0,0,Normal Operations,0,110,106,6,Summer,35,Night,0,0,0,16,7,12,1,6,10,3,26,0.58,0.58,126,92,36,82,118,0,0,27,5,1,0,40.85,45.75,36,82,87,75,85.0,84.17,88.83,110
2024-08-26 07:00:00,110,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,1,0,0,0,0,Normal Operations,0,131,105,7,Summer,35,Morning,0,0,0,19,8,13,1,7,12,5,32,0.58,0.58,126,92,42,96,138,0,0,24,4,4,0,43.8,49.06,42,96,113,78,93.0,89.33,90.42,131
2024-08-26 08:00:00,131,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,13,0,0,0,0,Normal Operations,0,144,130,8,Summer,35,Morning,0,0,0,31,13,13,1,12,19,6,35,0.601,0.601,131,87,42,96,138,0,0,51,21,5,0,50.91,57.02,42,96,110,92,103.33,94.33,91.75,144
2024-08-26 09:00:00,144,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,14,0,0,0,0,Normal Operations,0,140,142,9,Summer,35,Morning,0,0,0,32,14,14,1,12,20,6,35,0.661,0.661,144,74,42,96,138,0,0,78,23,5,0,54.98,61.58,42,96,131,101,118.0,101.5,93.38,140
2024-08-26 10:00:00,140,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,141,142,10,Summer,35,Morning,0,0,0,30,13,16,1,11,19,5,32,0.642,0.642,140,78,42,96,138,0,0,69,20,6,0,51.53,57.71,42,96,144,109,128.33,110.67,95.17,141
2024-08-26 11:00:00,141,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,9,0,0,0,0,Normal Operations,0,145,146,11,Summer,35,Morning,0,0,0,28,12,15,1,11,17,6,35,0.647,0.647,141,77,42,96,138,0,0,72,21,5,0,53.66,60.1,42,96,140,109,138.33,120.83,96.46,145
2024-08-26 12:00:00,145,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,11,0,0,0,0,Normal Operations,0,128,139,12,Summer,35,Morning,0,0,0,30,13,15,1,11,19,5,32,0.665,0.665,145,73,42,96,138,0,0,80,19,5,0,52.66,58.98,42,96,141,103,141.67,129.83,97.79,128
2024-08-26 13:00:00,128,0,Monday,8,0,0,No Holiday,1,Heat,0,218,0,0,5,0,0,0,0,Normal Operations,0,127,127,13,Summer,35,Morning,0,0,0,24,10,14,1,9,15,5,32,0.587,0.587,128,90,42,96,138,0,0,45,19,4,0,47.98,53.74,42,96,145,93,142.0,135.17,99.54,127
