datetime,patients,day_of_week,day_of_week_name,month,is_weekend,holiday,holiday_name,weather,weather_type,weather_severity,capacity,is_capped,is_emergency,emergency_spike,is_outbreak,outbreak_intensity,is_staff_shortage,staff_shortage_impact,scenario_primary,scenario_code,y_patients_t_plus_1,y_patients_t_plus_24
1/23/2025 2:00,64,3,Thursday,1,0,0,random_or_none,2,cold,0.422,260,0,0,0,0,0,1,0.151,staff_shortage,4,55,68
1/23/2025 3:00,55,3,Thursday,1,0,0,random_or_none,5,windy,0.861,260,0,0,0,0,0,1,0.151,extreme_weather,2,59,66
1/23/2025 4:00,59,3,Thursday,1,0,0,random_or_none,3,hot,0.461,260,0,0,0,0,0,1,0.151,staff_shortage,4,60,74
1/23/2025 5:00,60,3,Thursday,1,0,0,random_or_none,2,cold,0.549,260,0,0,0,0,0,1,0.151,staff_shortage,4,71,73
1/23/2025 6:00,71,3,Thursday,1,0,0,random_or_none,1,rainy,0.816,260,0,0,0,0,0,1,0.151,extreme_weather,2,76,83
1/23/2025 7:00,76,3,Thursday,1,0,0,random_or_none,0,sunny,0.284,260,0,0,0,0,0,1,0.151,staff_shortage,4,77,87
1/23/2025 8:00,77,3,Thursday,1,0,0,random_or_none,1,rainy,0.346,260,0,0,0,0,0,1,0.151,staff_shortage,4,81,87
1/23/2025 9:00,81,3,Thursday,1,0,0,random_or_none,1,rainy,0.558,260,0,0,0,0,0,1,0.151,staff_shortage,4,87,96
1/23/2025 10:00,87,3,Thursday,1,0,0,random_or_none,2,cold,0.453,260,0,0,0,0,0,1,0.151,staff_shortage,4,90,99
1/23/2025 11:00,90,3,Thursday,1,0,0,random_or_none,5,windy,0.256,260,0,0,0,0,0,1,0.151,staff_shortage,4,101,107
1/23/2025 12:00,101,3,Thursday,1,0,0,random_or_none,1,rainy,0.503,260,0,0,0,0,0,0,0,normal,0,106,113
1/23/2025 13:00,106,3,Thursday,1,0,0,random_or_none,2,cold,0.588,260,0,0,0,0,0,0,0,normal,0,115,122
1/23/2025 14:00,115,3,Thursday,1,0,0,random_or_none,1,rainy,0.784,260,0,0,0,0,0,0,0,extreme_weather,2,111,121
1/23/2025 15:00,111,3,Thursday,1,0,0,random_or_none,0,sunny,0.215,260,0,0,0,0,0,0,0,normal,0,120,121
1/23/2025 16:00,120,3,Thursday,1,0,0,random_or_none,1,rainy,0.908,260,0,0,0,0,0,0,0,extreme_weather,2,125,120
1/23/2025 17:00,125,3,Thursday,1,0,0,random_or_none,2,cold,0.812,260,0,0,0,0,0,0,0,extreme_weather,2,120,124
1/23/2025 18:00,120,3,Thursday,1,0,0,random_or_none,5,windy,0.576,260,0,0,0,0,0,0,0,normal,0,126,119
1/23/2025 19:00,126,3,Thursday,1,0,0,random_or_none,1,rainy,0.727,260,0,0,0,0,0,0,0,normal,0,110,118
1/23/2025 20:00,110,3,Thursday,1,0,0,random_or_none,2,cold,0.31,260,0,0,0,0,0,0,0,normal,0,93,120
1/23/2025 21:00,93,3,Thursday,1,0,0,random_or_none,0,sunny,0.235,260,0,0,0,0,0,0,0,normal,0,84,105
1/23/2025 22:00,84,3,Thursday,1,0,0,random_or_none,2,cold,0.24,260,0,0,0,0,0,0,0,normal,0,84,98
1/23/2025 23:00,84,3,Thursday,1,0,0,random_or_none,5,windy,0.186,260,0,0,0,0,0,0,0,normal,0,75,96
1/24/2025 0:00,75,4,Friday,1,0,0,random_or_none,2,cold,0.387,260,0,0,0,0,0,0,0,normal,0,71,67
1/24/2025 1:00,71,4,Friday,1,0,0,random_or_none,0,sunny,0.276,260,0,0,0,0,0,0,0,normal,0,68,62
1/24/2025 2:00,68,4,Friday,1,0,0,random_or_none,5,windy,0.319,260,0,0,0,0,0,0,0,normal,0,66,56
1/24/2025 3:00,66,4,Friday,1,0,0,random_or_none,2,cold,0.412,260,0,0,0,0,0,0,0,normal,0,74,52
1/24/2025 4:00,74,4,Friday,1,0,0,random_or_none,0,sunny,0.056,260,0,0,0,0,0,0,0,normal,0,73,59
1/24/2025 5:00,73,4,Friday,1,0,0,random_or_none,2,cold,1,260,0,0,0,0,0,0,0,extreme_weather,2,83,55
1/24/2025 6:00,83,4,Friday,1,0,0,random_or_none,1,rainy,0.814,260,0,0,0,0,0,0,0,extreme_weather,2,87,57
1/24/2025 7:00,87,4,Friday,1,0,0,random_or_none,4,dusty,0.507,260,0,0,0,0,0,0,0,normal,0,87,62
1/24/2025 8:00,87,4,Friday,1,0,0,random_or_none,0,sunny,0.189,260,0,0,0,0,0,0,0,normal,0,96,71
1/24/2025 9:00,96,4,Friday,1,0,0,random_or_none,2,cold,0.686,260,0,0,0,0,0,0,0,normal,0,99,71
1/24/2025 10:00,99,4,Friday,1,0,0,random_or_none,2,cold,0.389,260,0,0,0,0,0,0,0,normal,0,107,81
1/24/2025 11:00,107,4,Friday,1,0,0,random_or_none,2,cold,0.825,260,0,0,0,0,0,0,0,extreme_weather,2,113,84
1/24/2025 12:00,113,4,Friday,1,0,0,random_or_none,2,cold,0.859,260,0,0,0,0,0,0,0,extreme_weather,2,122,93
1/24/2025 13:00,122,4,Friday,1,0,0,random_or_none,2,cold,0.535,260,0,0,0,0,0,0,0,normal,0,121,100
1/24/2025 14:00,121,4,Friday,1,0,0,random_or_none,2,cold,0.569,260,0,0,0,0,0,0,0,normal,0,121,109
1/24/2025 15:00,121,4,Friday,1,0,0,random_or_none,5,windy,0.223,260,0,0,0,0,0,0,0,normal,0,120,114
1/24/2025 16:00,120,4,Friday,1,0,0,random_or_none,0,sunny,0.145,260,0,0,0,0,0,0,0,normal,0,124,105
1/24/2025 17:00,124,4,Friday,1,0,0,random_or_none,2,cold,0.737,260,0,0,0,0,0,0,0,normal,0,119,110
1/24/2025 18:00,119,4,Friday,1,0,0,random_or_none,0,sunny,0.2,260,0,0,0,0,0,0,0,normal,0,118,108
1/24/2025 19:00,118,4,Friday,1,0,0,random_or_none,0,sunny,0.012,260,0,0,0,0,0,0,0,normal,0,120,139
1/24/2025 20:00,120,4,Friday,1,0,0,random_or_none,1,rainy,0.805,260,0,0,0,0,0,0,0,extreme_weather,2,105,115
1/24/2025 21:00,105,4,Friday,1,0,0,random_or_none,0,sunny,0.059,260,0,0,0,0,0,0,0,normal,0,98,103
1/24/2025 22:00,98,4,Friday,1,0,0,random_or_none,2,cold,0.244,260,0,0,0,0,0,0,0,normal,0,96,93
1/24/2025 23:00,96,4,Friday,1,0,0,random_or_none,2,cold,0.694,260,0,0,0,0,0,0,0,normal,0,67,78
1/25/2025 0:00,67,5,Saturday,1,1,0,random_or_none,0,sunny,0.03,260,0,0,0,0,0,0,0,normal,0,62,62
1/25/2025 1:00,62,5,Saturday,1,1,0,random_or_none,1,rainy,0.936,260,0,0,0,0,0,0,0,extreme_weather,2,56,61
1/25/2025 2:00,56,5,Saturday,1,1,0,random_or_none,1,rainy,0.842,260,0,0,0,0,0,0,0,extreme_weather,2,52,70
1/25/2025 3:00,52,5,Saturday,1,1,0,random_or_none,4,dusty,0.275,260,0,0,0,0,0,0,0,normal,0,59,64
1/25/2025 4:00,59,5,Saturday,1,1,0,random_or_none,5,windy,0.739,260,0,0,0,0,0,0,0,normal,0,55,59
1/25/2025 5:00,55,5,Saturday,1,1,0,random_or_none,2,cold,0.777,260,0,0,0,0,0,0,0,extreme_weather,2,57,60
1/25/2025 6:00,57,5,Saturday,1,1,0,random_or_none,2,cold,0.595,260,0,0,0,0,0,0,0,normal,0,62,69
1/25/2025 7:00,62,5,Saturday,1,1,0,random_or_none,0,sunny,0.242,260,0,0,0,0,0,0,0,normal,0,71,68
1/25/2025 8:00,71,5,Saturday,1,1,0,random_or_none,1,rainy,0.471,260,0,0,0,0,0,0,0,normal,0,71,74
1/25/2025 9:00,71,5,Saturday,1,1,0,random_or_none,0,sunny,0.3,260,0,0,0,0,0,0,0,normal,0,81,76
1/25/2025 10:00,81,5,Saturday,1,1,0,random_or_none,4,dusty,0.371,260,0,0,0,0,0,0,0,normal,0,84,77
1/25/2025 11:00,84,5,Saturday,1,1,0,random_or_none,2,cold,0.837,260,0,0,0,0,0,0,0,extreme_weather,2,93,85
1/25/2025 12:00,93,5,Saturday,1,1,0,random_or_none,1,rainy,0.992,260,0,0,0,0,0,0,0,extreme_weather,2,100,87
1/25/2025 13:00,100,5,Saturday,1,1,0,random_or_none,2,cold,0.803,260,0,0,0,0,0,0,0,extreme_weather,2,109,96
1/25/2025 14:00,109,5,Saturday,1,1,0,random_or_none,2,cold,0.864,260,0,0,0,0,0,0,0,extreme_weather,2,114,98
1/25/2025 15:00,114,5,Saturday,1,1,0,random_or_none,2,cold,0.248,260,0,0,0,0,0,0,0,normal,0,105,102
1/25/2025 16:00,105,5,Saturday,1,1,0,random_or_none,2,cold,0.405,260,0,0,0,0,0,0,0,normal,0,110,110
1/25/2025 17:00,110,5,Saturday,1,1,0,random_or_none,5,windy,0.331,260,0,0,0,0,0,0,0,normal,0,108,113
1/25/2025 18:00,108,5,Saturday,1,1,0,random_or_none,1,rainy,1,260,0,0,0,0,0,0,0,extreme_weather,2,139,111
1/25/2025 19:00,139,5,Saturday,1,1,0,random_or_none,2,cold,0.837,260,0,1,60.8,0,0,0,0,emergency_spike,5,115,103
1/25/2025 20:00,115,5,Saturday,1,1,0,random_or_none,0,sunny,0.273,260,0,0,0,0,0,0,0,normal,0,103,95
1/25/2025 21:00,103,5,Saturday,1,1,0,random_or_none,2,cold,0.766,260,0,0,0,0,0,0,0,extreme_weather,2,93,87
1/25/2025 22:00,93,5,Saturday,1,1,0,random_or_none,4,dusty,0.712,260,0,0,0,0,0,0,0,normal,0,78,77
1/25/2025 23:00,78,5,Saturday,1,1,0,random_or_none,0,sunny,0.078,260,0,0,0,0,0,0,0,normal,0,62,69
1/26/2025 0:00,62,6,Sunday,1,1,0,random_or_none,0,sunny,0.249,260,0,0,0,0,0,0,0,normal,0,61,77
1/26/2025 1:00,61,6,Sunday,1,1,0,random_or_none,0,sunny,0.161,260,0,0,0,0,0,0,0,normal,0,70,75
1/26/2025 2:00,70,6,Sunday,1,1,0,random_or_none,2,cold,0.684,260,0,0,0,0,0,0,0,normal,0,64,91
1/26/2025 3:00,64,6,Sunday,1,1,0,random_or_none,4,dusty,0.83,260,0,0,0,0,0,0,0,extreme_weather,2,59,75
1/26/2025 4:00,59,6,Sunday,1,1,0,random_or_none,1,rainy,0.529,260,0,0,0,0,0,0,0,normal,0,60,78
1/26/2025 5:00,60,6,Sunday,1,1,0,random_or_none,2,cold,0.506,260,0,0,0,0,0,0,0,normal,0,69,78
1/26/2025 6:00,69,6,Sunday,1,1,0,random_or_none,1,rainy,0.428,260,0,0,0,0,0,0,0,normal,0,68,86
1/26/2025 7:00,68,6,Sunday,1,1,0,random_or_none,0,sunny,0.141,260,0,0,0,0,0,0,0,normal,0,74,91
1/26/2025 8:00,74,6,Sunday,1,1,0,random_or_none,2,cold,0.294,260,0,0,0,0,0,0,0,normal,0,76,143
1/26/2025 9:00,76,6,Sunday,1,1,0,random_or_none,5,windy,0.587,260,0,0,0,0,0,0,0,normal,0,77,129
1/26/2025 10:00,77,6,Sunday,1,1,0,random_or_none,0,sunny,0.12,260,0,0,0,0,0,0,0,normal,0,85,122
1/26/2025 11:00,85,6,Sunday,1,1,0,random_or_none,1,rainy,1,260,0,0,0,0,0,0,0,extreme_weather,2,87,117
1/26/2025 12:00,87,6,Sunday,1,1,0,random_or_none,2,cold,0.777,260,0,0,0,0,0,0,0,extreme_weather,2,96,120
1/26/2025 13:00,96,6,Sunday,1,1,0,random_or_none,5,windy,0.569,260,0,0,0,0,0,0,0,normal,0,98,127
1/26/2025 14:00,98,6,Sunday,1,1,0,random_or_none,0,sunny,0.315,260,0,0,0,0,0,0,0,normal,0,102,125
1/26/2025 15:00,102,6,Sunday,1,1,0,random_or_none,0,sunny,0.147,260,0,0,0,0,0,0,0,normal,0,110,127
1/26/2025 16:00,110,6,Sunday,1,1,0,random_or_none,2,cold,0.709,260,0,0,0,0,0,0,0,normal,0,113,126
1/26/2025 17:00,113,6,Sunday,1,1,0,random_or_none,1,rainy,0.767,260,0,0,0,0,0,0,0,extreme_weather,2,111,130
1/26/2025 18:00,111,6,Sunday,1,1,0,random_or_none,2,cold,0.79,260,0,0,0,0,0,0,0,extreme_weather,2,103,131
1/26/2025 19:00,103,6,Sunday,1,1,0,random_or_none,3,hot,0.424,260,0,0,0,0,0,0,0,normal,0,95,132
1/26/2025 20:00,95,6,Sunday,1,1,0,random_or_none,0,sunny,0.345,260,0,0,0,0,0,0,0,normal,0,87,113
1/26/2025 21:00,87,6,Sunday,1,1,0,random_or_none,2,cold,0.597,260,0,0,0,0,0,0,0,normal,0,77,109
1/26/2025 22:00,77,6,Sunday,1,1,0,random_or_none,2,cold,0.57,260,0,0,0,0,0,0,0,normal,0,69,95
1/26/2025 23:00,69,6,Sunday,1,1,0,random_or_none,5,windy,0.735,260,0,0,0,0,0,0,0,normal,0,77,110
1/27/2025 0:00,77,0,Monday,1,0,0,random_or_none,1,rainy,0.608,260,0,0,0,0,0,0,0,normal,0,75,93
1/27/2025 1:00,75,0,Monday,1,0,0,random_or_none,5,windy,0.863,260,0,0,0,0,0,0,0,extreme_weather,2,91,87
1/27/2025 2:00,91,0,Monday,1,0,0,random_or_none,5,windy,0.548,260,0,1,42.79,0,0,0,0,emergency_spike,5,75,75
1/27/2025 3:00,75,0,Monday,1,0,0,random_or_none,0,sunny,0.109,260,0,0,0,0,0,0,0,normal,0,78,74
1/27/2025 4:00,78,0,Monday,1,0,0,random_or_none,1,rainy,0.455,260,0,0,0,0,0,0,0,normal,0,78,64
1/27/2025 5:00,78,0,Monday,1,0,0,random_or_none,1,rainy,0.684,260,0,0,0,0,0,0,0,normal,0,86,72
1/27/2025 6:00,86,0,Monday,1,0,0,random_or_none,2,cold,1,260,0,0,0,0,0,0,0,extreme_weather,2,91,75
1/27/2025 7:00,91,0,Monday,1,0,0,random_or_none,0,sunny,0.007,260,0,0,0,0,0,0,0,normal,0,143,82
1/27/2025 8:00,143,0,Monday,1,0,0,random_or_none,3,hot,0.319,260,0,1,102.02,0,0,0,0,emergency_spike,5,129,87
1/27/2025 9:00,129,0,Monday,1,0,0,random_or_none,5,windy,0.431,260,0,0,0,0,0,0,0,normal,0,122,89
1/27/2025 10:00,122,0,Monday,1,0,0,random_or_none,5,windy,0.617,260,0,0,0,0,0,0,0,normal,0,117,97
1/27/2025 11:00,117,0,Monday,1,0,0,random_or_none,0,sunny,0.017,260,0,0,0,0,0,0,0,normal,0,120,103
1/27/2025 12:00,120,0,Monday,1,0,0,random_or_none,1,rainy,0.337,260,0,0,0,0,0,0,0,normal,0,127,167
1/27/2025 13:00,127,0,Monday,1,0,0,random_or_none,2,cold,0.531,260,0,0,0,0,0,0,0,normal,0,125,147
1/27/2025 14:00,125,0,Monday,1,0,0,random_or_none,1,rainy,0.823,260,0,0,0,0,0,0,0,extreme_weather,2,127,131
1/27/2025 15:00,127,0,Monday,1,0,0,random_or_none,2,cold,0.863,260,0,0,0,0,0,0,0,extreme_weather,2,126,133
1/27/2025 16:00,126,0,Monday,1,0,0,random_or_none,5,windy,0.774,260,0,0,0,0,0,0,0,extreme_weather,2,130,135
1/27/2025 17:00,130,0,Monday,1,0,0,random_or_none,2,cold,0.748,260,0,0,0,0,0,0,0,normal,0,131,131
1/27/2025 18:00,131,0,Monday,1,0,0,random_or_none,1,rainy,0.39,260,0,0,0,0,0,0,0,normal,0,132,124
1/27/2025 19:00,132,0,Monday,1,0,0,random_or_none,1,rainy,1,260,0,0,0,0,0,0,0,extreme_weather,2,113,120
1/27/2025 20:00,113,0,Monday,1,0,0,random_or_none,5,windy,0.829,260,0,0,0,0,0,0,0,extreme_weather,2,109,106
1/27/2025 21:00,109,0,Monday,1,0,0,random_or_none,2,cold,0.36,260,0,0,0,0,0,0,0,normal,0,95,98
1/27/2025 22:00,95,0,Monday,1,0,0,random_or_none,0,sunny,0.126,260,0,0,0,0,0,0,0,normal,0,110,90
1/27/2025 23:00,110,0,Monday,1,0,0,random_or_none,0,sunny,0.312,260,0,1,53.01,0,0,0,0,emergency_spike,5,93,85
1/28/2025 0:00,93,1,Tuesday,1,0,0,random_or_none,1,rainy,0.597,260,0,0,0,0,0,0,0,normal,0,87,77
1/28/2025 1:00,87,1,Tuesday,1,0,0,random_or_none,2,cold,0.474,260,0,0,0,0,0,0,0,normal,0,75,70
1/28/2025 2:00,75,1,Tuesday,1,0,0,random_or_none,1,rainy,0.972,260,0,0,0,0,0,0,0,extreme_weather,2,74,64
1/28/2025 3:00,74,1,Tuesday,1,0,0,random_or_none,2,cold,0.408,260,0,0,0,0,0,0,0,normal,0,64,62
1/28/2025 4:00,64,1,Tuesday,1,0,0,random_or_none,0,sunny,0.036,260,0,0,0,0,0,0,0,normal,0,72,65
1/28/2025 5:00,72,1,Tuesday,1,0,0,random_or_none,1,rainy,0.806,260,0,0,0,0,0,0,0,extreme_weather,2,75,72
1/28/2025 6:00,75,1,Tuesday,1,0,0,random_or_none,0,sunny,0.308,260,0,0,0,0,0,0,0,normal,0,82,78
1/28/2025 7:00,82,1,Tuesday,1,0,0,random_or_none,1,rainy,0.976,260,0,0,0,0,0,0,0,extreme_weather,2,87,86
1/28/2025 8:00,87,1,Tuesday,1,0,0,random_or_none,1,rainy,0.34,260,0,0,0,0,0,0,0,normal,0,89,90
1/28/2025 9:00,89,1,Tuesday,1,0,0,random_or_none,2,cold,1,260,0,0,0,0,0,0,0,extreme_weather,2,97,94
1/28/2025 10:00,97,1,Tuesday,1,0,0,random_or_none,5,windy,0.614,260,0,0,0,0,0,0,0,normal,0,103,93
1/28/2025 11:00,103,1,Tuesday,1,0,0,random_or_none,1,rainy,0.735,260,0,0,0,0,0,0,0,normal,0,167,101
1/28/2025 12:00,167,1,Tuesday,1,0,0,random_or_none,0,sunny,0.215,260,0,1,144.27,0,0,0,0,emergency_spike,5,147,113
1/28/2025 13:00,147,1,Tuesday,1,0,0,random_or_none,1,rainy,0.445,260,0,0,0,0,0,0,0,normal,0,131,121
1/28/2025 14:00,131,1,Tuesday,1,0,0,random_or_none,2,cold,0.485,260,0,0,0,0,0,0,0,normal,0,133,118
1/28/2025 15:00,133,1,Tuesday,1,0,0,random_or_none,2,cold,0.619,260,0,0,0,0,0,0,0,normal,0,135,116
1/28/2025 16:00,135,1,Tuesday,1,0,0,random_or_none,1,rainy,0.6,260,0,0,0,0,0,0,0,normal,0,131,158
1/28/2025 17:00,131,1,Tuesday,1,0,0,random_or_none,2,cold,0.736,260,0,0,0,0,0,0,0,normal,0,124,143
1/28/2025 18:00,124,1,Tuesday,1,0,0,random_or_none,4,dusty,0.678,260,0,0,0,0,0,0,0,normal,0,120,132
1/28/2025 19:00,120,1,Tuesday,1,0,0,random_or_none,1,rainy,0.596,260,0,0,0,0,0,0,0,normal,0,106,123
1/28/2025 20:00,106,1,Tuesday,1,0,0,random_or_none,0,sunny,0.116,260,0,0,0,0,0,0,0,normal,0,98,114
1/28/2025 21:00,98,1,Tuesday,1,0,0,random_or_none,2,cold,0.554,260,0,0,0,0,0,0,0,normal,0,90,109
1/28/2025 22:00,90,1,Tuesday,1,0,0,random_or_none,2,cold,0.561,260,0,0,0,0,0,0,0,normal,0,85,95
1/28/2025 23:00,85,1,Tuesday,1,0,0,random_or_none,2,cold,0.947,260,0,0,0,0,0,0,0,extreme_weather,2,77,79
1/29/2025 0:00,77,2,Wednesday,1,0,0,random_or_none,5,windy,0.457,260,0,0,0,0,0,0,0,normal,0,70,67
1/29/2025 1:00,70,2,Wednesday,1,0,0,random_or_none,0,sunny,0.075,260,0,0,0,0,0,0,0,normal,0,64,63
1/29/2025 2:00,64,2,Wednesday,1,0,0,random_or_none,2,cold,0.567,260,0,0,0,0,0,0,0,normal,0,62,64
1/29/2025 3:00,62,2,Wednesday,1,0,0,random_or_none,2,cold,0.937,260,0,0,0,0,0,0,0,extreme_weather,2,65,67
1/29/2025 4:00,65,2,Wednesday,1,0,0,random_or_none,1,rainy,0.972,260,0,0,0,0,0,0,0,extreme_weather,2,72,67
1/29/2025 5:00,72,2,Wednesday,1,0,0,random_or_none,1,rainy,1,260,0,0,0,0,0,0,0,extreme_weather,2,78,73
1/29/2025 6:00,78,2,Wednesday,1,0,0,random_or_none,5,windy,0.28,260,0,0,0,0,0,0,0,normal,0,86,77
1/29/2025 7:00,86,2,Wednesday,1,0,0,random_or_none,1,rainy,0.59,260,0,0,0,0,0,0,0,normal,0,90,87
1/29/2025 8:00,90,2,Wednesday,1,0,0,random_or_none,1,rainy,0.791,260,0,0,0,0,0,0,0,extreme_weather,2,94,89
1/29/2025 9:00,94,2,Wednesday,1,0,0,random_or_none,0,sunny,0.048,260,0,0,0,0,0,0,0,normal,0,93,98
1/29/2025 10:00,93,2,Wednesday,1,0,0,random_or_none,0,sunny,0.179,260,0,0,0,0,0,0,0,normal,0,101,97
1/29/2025 11:00,101,2,Wednesday,1,0,0,random_or_none,5,windy,0.565,260,0,0,0,0,0,0,0,normal,0,113,105
1/29/2025 12:00,113,2,Wednesday,1,0,0,random_or_none,2,cold,0.839,260,0,0,0,0,0,0,0,extreme_weather,2,121,110
1/29/2025 13:00,121,2,Wednesday,1,0,0,random_or_none,4,dusty,0.333,260,0,0,0,0,0,0,0,normal,0,118,112
1/29/2025 14:00,118,2,Wednesday,1,0,0,random_or_none,1,rainy,0.882,260,0,0,0,0,0,0,0,extreme_weather,2,116,171
1/29/2025 15:00,116,2,Wednesday,1,0,0,random_or_none,5,windy,0.656,260,0,0,0,0,0,0,0,normal,0,158,147
1/29/2025 16:00,158,2,Wednesday,1,0,0,random_or_none,1,rainy,0.965,260,0,1,77.49,0,0,0,0,emergency_spike,5,143,136
1/29/2025 17:00,143,2,Wednesday,1,0,0,random_or_none,2,cold,0.518,260,0,0,0,0,0,0,0,normal,0,132,126
1/29/2025 18:00,132,2,Wednesday,1,0,0,random_or_none,5,windy,0.26,260,0,0,0,0,0,0,0,normal,0,123,127
1/29/2025 19:00,123,2,Wednesday,1,0,0,random_or_none,1,rainy,0.555,260,0,0,0,0,0,0,0,normal,0,114,114
1/29/2025 20:00,114,2,Wednesday,1,0,0,random_or_none,1,rainy,0.683,260,0,0,0,0,0,0,0,normal,0,109,112
1/29/2025 21:00,109,2,Wednesday,1,0,0,random_or_none,5,windy,0.672,260,0,0,0,0,0,0,0,normal,0,95,104
1/29/2025 22:00,95,2,Wednesday,1,0,0,random_or_none,2,cold,0.549,260,0,0,0,0,0,0,0,normal,0,79,90
1/29/2025 23:00,79,2,Wednesday,1,0,0,random_or_none,2,cold,0.788,260,0,0,0,0,0,0,0,extreme_weather,2,67,85
1/30/2025 0:00,67,3,Thursday,1,0,0,random_or_none,0,sunny,0.155,260,0,0,0,0,0,0,0,normal,0,63,77
1/30/2025 1:00,63,3,Thursday,1,0,0,random_or_none,2,cold,0.752,260,0,0,0,0,0,0,0,extreme_weather,2,64,77
1/30/2025 2:00,64,3,Thursday,1,0,0,random_or_none,5,windy,0.295,260,0,0,0,0,0,0,0,normal,0,67,71
1/30/2025 3:00,67,3,Thursday,1,0,0,random_or_none,4,dusty,0.751,260,0,0,0,0,0,0,0,extreme_weather,2,67,71
1/30/2025 4:00,67,3,Thursday,1,0,0,random_or_none,2,cold,0.449,260,0,0,0,0,0,0,0,normal,0,73,79
1/30/2025 5:00,73,3,Thursday,1,0,0,random_or_none,1,rainy,0.956,260,0,0,0,0,0,0,0,extreme_weather,2,77,80
1/30/2025 6:00,77,3,Thursday,1,0,0,random_or_none,1,rainy,0.913,260,0,0,0,0,0,0,0,extreme_weather,2,87,78
1/30/2025 7:00,87,3,Thursday,1,0,0,random_or_none,1,rainy,0.364,260,0,0,0,0,0,0,0,normal,0,89,83
1/30/2025 8:00,89,3,Thursday,1,0,0,random_or_none,0,sunny,0.182,260,0,0,0,0,0,0,0,normal,0,98,87
1/30/2025 9:00,98,3,Thursday,1,0,0,random_or_none,2,cold,0.595,260,0,0,0,0,0,0,0,normal,0,97,98
1/30/2025 10:00,97,3,Thursday,1,0,0,random_or_none,2,cold,0.563,260,0,0,0,0,0,0,0,normal,0,105,104
1/30/2025 11:00,105,3,Thursday,1,0,0,random_or_none,5,windy,0.637,260,0,0,0,0,0,0,0,normal,0,110,108
1/30/2025 12:00,110,3,Thursday,1,0,0,random_or_none,2,cold,0.477,260,0,0,0,0,0,0,0,normal,0,112,110
1/30/2025 13:00,112,3,Thursday,1,0,0,random_or_none,0,sunny,0.133,260,0,0,0,0,0,0,0,normal,0,171,118
1/30/2025 14:00,171,3,Thursday,1,0,0,random_or_none,2,cold,0.501,260,0,1,120.51,0,0,0,0,emergency_spike,5,147,127
1/30/2025 15:00,147,3,Thursday,1,0,0,random_or_none,1,rainy,0.634,260,0,0,0,0,0,0,0,normal,0,136,118
1/30/2025 16:00,136,3,Thursday,1,0,0,random_or_none,2,cold,0.276,260,0,0,0,0,0,0,0,normal,0,126,120
1/30/2025 17:00,126,3,Thursday,1,0,0,random_or_none,1,rainy,0.463,260,0,0,0,0,0,0,0,normal,0,127,129
1/30/2025 18:00,127,3,Thursday,1,0,0,random_or_none,5,windy,0.777,260,0,0,0,0,0,0,0,extreme_weather,2,114,127
1/30/2025 19:00,114,3,Thursday,1,0,0,random_or_none,5,windy,0.476,260,0,0,0,0,0,0,0,normal,0,112,121
1/30/2025 20:00,112,3,Thursday,1,0,0,random_or_none,2,cold,0.718,260,0,0,0,0,0,0,0,normal,0,104,114
1/30/2025 21:00,104,3,Thursday,1,0,0,random_or_none,2,cold,0.399,260,0,0,0,0,0,0,0,normal,0,90,101
1/30/2025 22:00,90,3,Thursday,1,0,0,random_or_none,0,sunny,0.143,260,0,0,0,0,0,0,0,normal,0,85,99
1/30/2025 23:00,85,3,Thursday,1,0,0,random_or_none,2,cold,0.29,260,0,0,0,0,0,0,0,normal,0,77,89
1/31/2025 0:00,77,4,Friday,1,0,0,random_or_none,2,cold,0.766,260,0,0,0,0,0,0,0,extreme_weather,2,77,78
1/31/2025 1:00,77,4,Friday,1,0,0,random_or_none,2,cold,0.805,260,0,0,0,0,0,0,0,extreme_weather,2,71,72
1/31/2025 2:00,71,4,Friday,1,0,0,random_or_none,0,sunny,0.133,260,0,0,0,0,0,0,0,normal,0,71,59
1/31/2025 3:00,71,4,Friday,1,0,0,random_or_none,2,cold,0.88,260,0,0,0,0,0,0,0,extreme_weather,2,79,53
1/31/2025 4:00,79,4,Friday,1,0,0,random_or_none,2,cold,0.72,260,0,0,0,0,0,0,0,normal,0,80,53
1/31/2025 5:00,80,4,Friday,1,0,0,random_or_none,1,rainy,0.968,260,0,0,0,0,0,0,0,extreme_weather,2,78,62
1/31/2025 6:00,78,4,Friday,1,0,0,random_or_none,2,cold,0.317,260,0,0,0,0,0,0,0,normal,0,83,163
1/31/2025 7:00,83,4,Friday,1,0,0,random_or_none,2,cold,0.865,260,0,0,0,0,0,0,0,extreme_weather,2,87,131
1/31/2025 8:00,87,4,Friday,1,0,0,random_or_none,0,sunny,0.298,260,0,0,0,0,0,0,0,normal,0,98,112
1/31/2025 9:00,98,4,Friday,1,0,0,random_or_none,2,cold,0.387,260,0,0,0,0,0,0,0,normal,0,104,103
1/31/2025 10:00,104,4,Friday,1,0,0,random_or_none,2,cold,0.912,260,0,0,0,0,0,0,0,extreme_weather,2,108,98
1/31/2025 11:00,108,4,Friday,1,0,0,random_or_none,1,rainy,0.43,260,0,0,0,0,0,0,0,normal,0,110,97
1/31/2025 12:00,110,4,Friday,1,0,0,random_or_none,0,sunny,0.125,260,0,0,0,0,0,0,0,normal,0,118,97
1/31/2025 13:00,118,4,Friday,1,0,0,random_or_none,2,cold,0.418,260,0,0,0,0,0,0,0,normal,0,127,101
