datetime,patients,day_of_week,day_of_week_name,month,is_weekend,holiday,holiday_name,weather,weather_type,weather_severity,hospital capacity,is_capped,is_emergency,emergency_spike,is_outbreak,outbreak_intensity,is_staff_shortage,staff_shortage_impact,scenario_primary,scenario_code,y_patients_t_plus_1,y_patients_t_plus_24,hour,season,week_of_year,shift_period,is_holiday,is_holiday_or_event,event_flag,arrivals,admissions,discharges,transfers,emergency_arrivals,elective_arrivals,waiting_patients,avg_wait_time_minutes,occupancy_rate,bed_occupancy,occupied_beds,available_beds,available_doctors,available_nurses,staff_on_duty,doctor_shortage,nurse_shortage,bed_shortage,appointments_count,or_bookings_count,delayed_discharge_count,department_pressure_score,er_pressure_score,doctors_available,nurses_available,lag_1,lag_24,roll_mean_3,roll_mean_6,roll_mean_24,predicted_patients_next_hour,week_number,shift_period_code
2024-03-11 16:00:00,124,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,3,0,0,0,0,Normal Operations,0,109,158,16,1,44,Evening,0,0,0,23,8,19,1,9,14,4,29,0.58,0.58,126,92,42,96,138,0,0,39,5,0,1,42.45,47.54,42,96,120.0,140.0,120.0,127.66666666666667,113.5,109,11,2
2024-03-11 17:00:00,109,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,116,142,17,1,44,Evening,0,0,0,20,7,20,1,8,12,3,26,0.58,0.58,126,92,42,96,138,0,0,23,3,1,1,40.35,45.19,42,96,124.0,129.0,120.66666666666667,126.5,112.83333333333333,116,11,2
2024-03-11 18:00:00,116,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,111,148,18,1,44,Evening,0,0,0,19,6,21,0,9,10,4,29,0.58,0.58,126,92,42,96,138,0,0,30,6,0,1,42.7,47.82,42,96,109.0,129.0,117.66666666666667,121.0,112.0,111,11,2
2024-03-11 19:00:00,111,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,1,0,0,0,0,Normal Operations,0,121,143,19,1,44,Evening,0,0,0,22,7,19,1,11,11,3,26,0.58,0.58,126,92,42,96,138,0,0,25,7,3,1,41.35,46.31,42,96,116.0,136.0,116.33333333333333,118.16666666666667,111.45833333333333,121,11,2
2024-03-11 20:00:00,121,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,3,0,0,0,0,Normal Operations,0,100,151,20,1,44,Evening,0,0,0,24,8,21,1,12,12,5,32,0.58,0.58,126,92,42,96,138,0,0,36,8,0,1,44.8,50.18,42,96,111.0,141.0,112.0,116.33333333333333,110.41666666666667,100,11,2
2024-03-11 21:00:00,100,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,103,134,21,1,44,Evening,0,0,0,16,5,12,0,8,8,4,29,0.58,0.58,126,92,42,96,138,0,0,13,3,0,0,41.95,46.98,42,96,121.0,120.0,116.0,116.83333333333333,109.58333333333333,103,11,2
2024-03-11 22:00:00,103,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,107,136,22,1,44,Evening,0,0,0,20,7,12,1,10,10,2,24,0.58,0.58,126,92,42,96,138,0,0,17,4,0,0,39.0,43.68,42,96,100.0,123.0,110.66666666666667,113.5,108.75,107,11,2
2024-03-11 23:00:00,107,0,Sunday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,111,131,23,1,44,Night,0,0,0,20,7,10,1,10,10,4,29,0.58,0.58,126,92,36,82,118,0,0,21,4,0,0,42.2,47.26,36,82,103.0,115.0,108.0,110.0,107.91666666666667,111,11,0
2024-03-12 00:00:00,119,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,132,113,0,1,49,Night,0,0,0,20,9,12,1,8,12,2,24,0.58,0.58,126,92,36,82,118,0,0,33,4,1,0,39.0,43.68,36,82,107.0,77.0,103.33333333333333,109.66666666666667,107.58333333333333,132,11,0
2024-03-12 01:00:00,132,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,118,126,1,1,49,Night,0,0,0,23,10,16,1,9,14,3,26,0.606,0.606,132,86,36,82,118,0,0,53,2,0,0,41.63,46.63,36,82,119.0,81.0,109.66666666666667,110.16666666666667,109.33333333333333,118,11,0
2024-03-12 02:00:00,118,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,125,122,2,1,49,Night,0,0,0,23,10,8,1,9,14,4,29,0.58,0.58,126,92,36,82,118,0,0,32,4,2,0,42.2,47.26,36,82,132.0,72.0,119.33333333333333,113.66666666666667,111.45833333333333,125,11,0
2024-03-12 03:00:00,125,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,122,122,3,1,49,Night,0,0,0,27,12,13,1,10,17,4,29,0.58,0.58,126,92,36,82,118,0,0,40,6,0,0,42.7,47.82,36,82,118.0,77.0,123.0,113.16666666666667,113.375,122,11,0
2024-03-12 04:00:00,122,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,124,118,4,1,49,Night,0,0,0,19,8,14,1,7,12,5,32,0.58,0.58,126,92,36,82,118,0,0,37,4,0,0,43.8,49.06,36,82,125.0,82.0,125.0,117.33333333333333,115.375,124,11,0
2024-03-12 05:00:00,124,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,156,122,5,1,49,Night,0,0,0,25,11,15,1,10,15,5,32,0.58,0.58,126,92,36,82,118,0,0,39,4,1,0,43.8,49.06,36,82,122.0,76.0,121.66666666666667,120.5,117.04166666666667,156,11,0
2024-03-12 06:00:00,156,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,162,151,6,1,49,Night,0,0,0,30,13,18,1,11,19,5,32,0.716,0.716,156,62,36,82,118,0,0,102,2,0,0,51.44,57.61,36,82,124.0,104.0,123.66666666666667,123.33333333333333,119.04166666666667,162,11,0
2024-03-12 07:00:00,162,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,193,151,7,1,49,Morning,0,0,0,28,12,17,1,11,17,5,32,0.743,0.743,162,56,42,96,138,0,0,115,3,3,0,53.34,59.74,42,96,156.0,104.0,134.0,129.5,121.20833333333333,193,11,1
2024-03-12 08:00:00,193,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,15,0,1,0,0,Emergency Surge,1,196,186,8,1,49,Morning,0,0,0,47,20,20,2,18,29,12,58,0.885,0.885,193,25,42,96,138,0,0,178,19,3,1,77.07,86.32,42,96,162.0,124.0,147.33333333333334,134.5,123.625,196,11,1
2024-03-12 09:00:00,196,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,12,0,1,0,0,Emergency Surge,1,200,198,9,1,49,Morning,0,0,0,44,19,22,2,17,27,11,57,0.899,0.899,196,22,42,96,138,0,0,184,19,4,1,76.29,85.44,42,96,193.0,128.0,170.33333333333334,147.0,126.5,200,11,1
2024-03-12 10:00:00,200,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,15,0,1,0,0,Emergency Surge,1,200,198,10,1,49,Morning,0,0,0,47,20,22,2,18,29,15,69,0.917,0.917,200,18,42,96,138,0,0,192,20,7,1,84.05,94.14,42,96,196.0,131.0,183.66666666666666,158.83333333333334,129.33333333333334,200,11,1
2024-03-12 11:00:00,200,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,1,1,15,0,1,0,0,Emergency Surge,1,196,196,11,1,49,Morning,0,0,0,47,20,20,2,18,29,14,67,0.917,0.917,200,18,42,96,138,0,0,192,20,5,1,82.45,92.34,42,96,200.0,142.0,196.33333333333334,171.83333333333334,132.20833333333334,196,11,1
2024-03-12 12:00:00,196,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,12,0,1,0,0,Emergency Surge,1,188,192,12,1,49,Morning,0,0,0,44,19,19,2,17,27,14,65,0.899,0.899,196,22,42,96,138,0,0,184,18,4,1,80.84,90.54,42,96,200.0,133.0,198.66666666666666,184.5,134.625,188,11,1
2024-03-12 13:00:00,188,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,5,0,1,0,0,Emergency Surge,1,183,176,13,1,49,Morning,0,0,0,37,16,17,1,14,23,9,48,0.862,0.862,188,30,42,96,138,0,0,168,18,4,1,70.64,79.12,42,96,196.0,122.0,198.66666666666666,191.16666666666666,137.25,183,11,1
2024-03-12 14:00:00,183,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,3,0,1,0,0,Normal Operations,0,180,180,14,1,49,Morning,0,0,0,35,15,16,1,13,22,9,46,0.839,0.839,183,35,42,96,138,0,0,158,19,4,1,69.52,77.86,42,96,188.0,118.0,194.66666666666666,195.5,140.0,180,11,1
2024-03-12 15:00:00,180,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,2,0,1,0,0,Normal Operations,0,179,177,15,1,49,Evening,0,0,0,34,15,17,1,13,21,9,45,0.826,0.826,180,38,42,96,138,0,0,151,20,3,1,68.94,77.21,42,96,183.0,120.0,189.0,193.83333333333334,142.70833333333334,179,11,2
2024-03-12 16:00:00,179,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,1,0,0,1,0,0,Emergency Surge,1,170,181,16,1,49,Evening,0,0,0,31,13,32,1,12,19,10,48,0.821,0.821,179,39,42,96,138,0,0,149,19,3,2,70.02,78.42,42,96,180.0,124.0,183.66666666666666,191.16666666666666,145.20833333333334,170,11,2
2024-03-12 17:00:00,170,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,170,174,17,1,49,Evening,0,0,0,29,12,27,1,11,18,6,35,0.78,0.78,170,48,42,96,138,0,0,131,2,5,1,56.89,63.72,42,96,179.0,109.0,180.66666666666666,187.66666666666666,147.5,170,11,2
2024-03-12 18:00:00,170,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,170,168,18,1,49,Evening,0,0,0,31,13,30,1,15,16,6,35,0.78,0.78,170,48,42,96,138,0,0,131,6,0,1,57.89,64.84,42,96,170.0,116.0,176.33333333333334,182.66666666666666,150.04166666666666,170,11,2
2024-03-12 19:00:00,170,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,169,161,19,1,49,Evening,0,0,0,32,14,30,1,15,17,5,32,0.78,0.78,170,48,42,96,138,0,0,131,6,2,1,56.29,63.04,42,96,170.0,111.0,173.0,178.33333333333334,152.29166666666666,169,11,2
2024-03-12 20:00:00,169,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,156,169,20,1,49,Evening,0,0,0,32,14,30,1,15,17,5,32,0.775,0.775,169,49,42,96,138,0,0,129,2,1,1,55.01,61.61,42,96,170.0,121.0,170.0,175.33333333333334,154.75,156,11,2
2024-03-12 21:00:00,156,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,153,149,21,1,49,Evening,0,0,0,30,13,16,1,14,16,6,35,0.716,0.716,156,62,42,96,138,0,0,102,7,2,0,54.29,60.8,42,96,169.0,100.0,169.66666666666666,173.0,156.75,153,11,2
2024-03-12 22:00:00,153,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,150,151,22,1,49,Evening,0,0,0,25,11,13,1,12,13,5,32,0.702,0.702,153,65,42,96,138,0,0,96,0,1,0,50.11,56.12,42,96,156.0,103.0,165.0,169.0,159.08333333333334,150,11,2
2024-03-12 23:00:00,150,1,Tuesday,3,0,0,No Holiday,2,Cold/Flu Season,1,218,0,0,0,0,1,0,0,Normal Operations,0,113,156,23,1,49,Night,0,0,0,29,12,16,1,14,15,6,35,0.688,0.688,150,68,36,82,118,0,0,90,6,2,0,52.38,58.67,36,82,153.0,107.0,159.33333333333334,164.66666666666666,161.16666666666666,113,11,0
2024-03-13 00:00:00,110,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,95,97,0,1,11,Night,0,0,0,21,9,12,1,8,13,3,26,0.58,0.58,126,92,36,82,118,0,0,24,8,1,0,41.6,46.59,36,82,150.0,119.0,153.0,161.33333333333334,162.95833333333334,95,11,0
2024-03-13 01:00:00,95,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,100,92,1,1,11,Night,0,0,0,19,8,13,1,7,12,3,26,0.58,0.58,126,92,36,82,118,0,0,8,7,0,0,41.35,46.31,36,82,110.0,132.0,137.66666666666666,151.33333333333334,162.58333333333334,100,11,0
2024-03-13 02:00:00,100,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,109,98,2,1,11,Night,0,0,0,22,9,10,1,8,14,3,26,0.58,0.58,126,92,36,82,118,0,0,13,7,1,0,41.35,46.31,36,82,95.0,118.0,118.33333333333333,138.83333333333334,161.04166666666666,109,11,0
2024-03-13 03:00:00,109,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,107,101,3,1,11,Night,0,0,0,17,7,8,1,6,11,2,24,0.58,0.58,126,92,36,82,118,0,0,23,4,0,0,39.0,43.68,36,82,100.0,125.0,101.66666666666667,127.33333333333333,160.29166666666666,107,11,0
2024-03-13 04:00:00,107,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,107,97,4,1,11,Night,0,0,0,20,9,10,1,8,12,4,29,0.58,0.58,126,92,36,82,118,0,0,21,8,1,0,43.2,48.38,36,82,109.0,122.0,101.33333333333333,119.5,159.625,107,11,0
2024-03-13 05:00:00,107,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,126,96,5,1,11,Night,0,0,0,17,7,15,1,6,11,2,24,0.58,0.58,126,92,36,82,118,0,0,21,4,1,0,39.0,43.68,36,82,107.0,124.0,105.33333333333333,111.83333333333333,159.0,126,11,0
2024-03-13 06:00:00,126,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,136,127,6,1,11,Night,0,0,0,21,9,8,1,8,13,4,29,0.58,0.58,126,92,36,82,118,0,0,41,3,0,0,41.95,46.98,36,82,107.0,156.0,107.66666666666667,104.66666666666667,158.29166666666666,136,11,0
2024-03-13 07:00:00,136,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,163,123,7,1,11,Morning,0,0,0,24,10,9,1,9,15,4,29,0.624,0.624,136,82,42,96,138,0,0,61,3,5,0,44.58,49.93,42,96,126.0,162.0,113.33333333333333,107.33333333333333,157.04166666666666,163,11,1
2024-03-13 08:00:00,163,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,11,0,0,0,0,Normal Operations,0,172,154,8,1,11,Morning,0,0,0,39,17,18,1,15,24,8,40,0.748,0.748,163,55,42,96,138,0,0,117,23,3,1,63.41,71.02,42,96,136.0,193.0,123.0,114.16666666666667,155.95833333333334,172,11,1
2024-03-13 09:00:00,172,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,13,0,0,0,0,Normal Operations,0,166,166,9,1,11,Morning,0,0,0,41,18,18,1,16,25,7,38,0.789,0.789,172,46,42,96,138,0,0,135,20,5,1,63.54,71.16,42,96,163.0,196.0,141.66666666666666,124.66666666666667,154.70833333333334,166,11,1
2024-03-13 10:00:00,166,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,13,0,0,0,0,Normal Operations,0,170,167,10,1,11,Morning,0,0,0,41,18,16,1,16,25,7,38,0.761,0.761,166,52,42,96,138,0,0,123,20,5,1,61.89,69.32,42,96,172.0,200.0,157.0,135.16666666666666,153.70833333333334,170,11,1
2024-03-13 11:00:00,170,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,10,0,0,0,0,Normal Operations,0,170,162,11,1,11,Morning,0,0,0,38,16,17,1,14,24,6,35,0.78,0.78,170,48,42,96,138,0,0,131,22,3,0,61.89,69.32,42,96,166.0,200.0,167.0,145.0,152.29166666666666,170,11,1
2024-03-13 12:00:00,170,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,8,0,0,0,0,Normal Operations,0,154,173,12,1,11,Morning,0,0,0,36,15,20,1,14,22,8,40,0.78,0.78,170,48,42,96,138,0,0,131,20,5,1,64.59,72.34,42,96,170.0,196.0,169.33333333333334,155.5,151.04166666666666,154,11,1
2024-03-13 13:00:00,154,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,152,152,13,1,11,Morning,0,0,0,28,12,16,1,11,17,4,29,0.706,0.706,154,64,42,96,138,0,0,98,21,6,0,54.04,60.52,42,96,170.0,188.0,168.66666666666666,162.83333333333334,149.95833333333334,152,11,1
2024-03-13 14:00:00,152,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,1,0,0,0,0,Normal Operations,0,157,144,14,1,11,Morning,0,0,0,29,12,15,1,11,18,5,32,0.697,0.697,152,66,42,96,138,0,0,94,15,4,0,53.58,60.01,42,96,154.0,183.0,164.66666666666666,165.83333333333334,148.54166666666666,157,11,1
2024-03-13 15:00:00,157,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,157,143,15,1,11,Evening,0,0,0,26,11,17,1,10,16,5,32,0.72,0.72,157,61,42,96,138,0,0,104,22,4,0,56.71,63.52,42,96,152.0,180.0,158.66666666666666,164.0,147.25,157,11,2
2024-03-13 16:00:00,157,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,2,0,0,0,0,Normal Operations,0,151,151,16,1,11,Evening,0,0,0,29,12,26,1,11,18,5,32,0.72,0.72,157,61,42,96,138,0,0,104,18,5,1,55.71,62.4,42,96,157.0,179.0,154.33333333333334,161.5,146.29166666666666,151,11,2
2024-03-13 17:00:00,151,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,142,142,17,1,11,Evening,0,0,0,28,12,27,1,11,17,4,29,0.693,0.693,151,67,42,96,138,0,0,92,6,5,1,49.46,55.4,42,96,157.0,170.0,155.33333333333334,160.0,145.375,142,11,2
2024-03-13 18:00:00,142,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,153,142,18,1,11,Evening,0,0,0,27,12,24,1,13,14,6,35,0.651,0.651,142,76,42,96,138,0,0,74,4,1,1,49.68,55.64,42,96,151.0,170.0,155.0,156.83333333333334,144.58333333333334,153,11,2
2024-03-13 19:00:00,153,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,142,142,19,1,11,Evening,0,0,0,26,11,28,1,12,14,4,29,0.702,0.702,153,65,42,96,138,0,0,96,3,3,1,49.26,55.17,42,96,142.0,170.0,150.0,152.16666666666666,143.41666666666666,142,11,2
2024-03-13 20:00:00,142,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,139,134,20,1,11,Evening,0,0,0,23,10,24,1,11,12,6,35,0.651,0.651,142,76,42,96,138,0,0,74,0,1,1,48.68,54.52,42,96,153.0,169.0,148.66666666666666,152.0,142.70833333333334,139,11,2
2024-03-13 21:00:00,139,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,133,126,21,1,11,Evening,0,0,0,21,9,15,1,10,11,4,29,0.638,0.638,139,79,42,96,138,0,0,67,5,1,0,45.91,51.42,42,96,142.0,156.0,145.66666666666666,150.33333333333334,141.58333333333334,133,11,2
2024-03-13 22:00:00,133,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,130,128,22,1,11,Evening,0,0,0,25,11,11,1,12,13,5,32,0.61,0.61,133,85,42,96,138,0,0,55,7,1,0,46.36,51.92,42,96,139.0,153.0,144.66666666666666,147.33333333333334,140.875,130,11,2
2024-03-13 23:00:00,130,2,Wednesday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,97,121,23,1,11,Night,0,0,0,23,10,13,1,11,12,4,29,0.596,0.596,130,88,36,82,118,0,0,49,2,0,0,42.68,47.8,36,82,133.0,150.0,138.0,143.33333333333334,140.04166666666666,97,11,0
2024-03-14 00:00:00,97,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,92,88,0,1,11,Night,0,0,0,16,7,10,1,6,10,5,32,0.58,0.58,126,92,36,82,118,0,0,10,1,0,0,43.05,48.22,36,82,130.0,110.0,134.0,139.83333333333334,139.20833333333334,92,11,0
2024-03-14 01:00:00,92,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,98,104,1,1,11,Night,0,0,0,19,8,9,1,7,12,3,26,0.58,0.58,126,92,36,82,118,0,0,5,4,3,0,40.6,45.47,36,82,97.0,95.0,120.0,132.33333333333334,138.66666666666666,98,11,0
2024-03-14 02:00:00,98,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,101,94,2,1,11,Night,0,0,0,18,8,10,1,7,11,5,32,0.58,0.58,126,92,36,82,118,0,0,11,1,1,0,43.05,48.22,36,82,92.0,100.0,106.33333333333333,122.16666666666667,138.54166666666666,101,11,0
2024-03-14 03:00:00,101,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,97,99,3,1,11,Night,0,0,0,19,8,6,1,7,12,3,26,0.58,0.58,126,92,36,82,118,0,0,15,3,2,0,40.35,45.19,36,82,98.0,109.0,95.66666666666667,114.83333333333333,138.45833333333334,97,11,0
2024-03-14 04:00:00,97,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,96,100,4,1,11,Night,0,0,0,18,8,10,1,7,11,2,24,0.58,0.58,126,92,36,82,118,0,0,10,5,1,0,39.25,43.96,36,82,101.0,107.0,97.0,108.5,138.125,96,11,0
2024-03-14 05:00:00,96,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,127,93,5,1,11,Night,0,0,0,20,9,11,1,8,12,3,26,0.58,0.58,126,92,36,82,118,0,0,9,3,0,0,40.35,45.19,36,82,97.0,107.0,98.66666666666667,102.5,137.70833333333334,127,11,0
2024-03-14 06:00:00,127,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,123,124,6,1,11,Night,0,0,0,24,10,12,1,9,15,3,26,0.583,0.583,127,91,36,82,118,0,0,43,5,2,0,41.0,45.92,36,82,96.0,126.0,98.0,96.83333333333333,137.25,123,11,0
2024-03-14 07:00:00,123,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,154,117,7,1,11,Morning,0,0,0,20,9,14,1,8,12,3,26,0.58,0.58,126,92,42,96,138,0,0,38,7,4,0,41.35,46.31,42,96,127.0,136.0,106.66666666666667,101.83333333333333,137.29166666666666,154,11,1
2024-03-14 08:00:00,154,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,9,0,0,0,0,Normal Operations,0,166,148,8,1,11,Morning,0,0,0,35,15,12,1,13,22,6,35,0.706,0.706,154,64,42,96,138,0,0,98,20,3,0,56.99,63.83,42,96,123.0,163.0,115.33333333333333,107.0,136.75,166,11,1
2024-03-14 09:00:00,166,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,10,0,0,0,0,Normal Operations,0,167,161,9,1,11,Morning,0,0,0,36,15,12,1,14,22,6,35,0.761,0.761,166,52,42,96,138,0,0,123,21,4,0,60.54,67.8,42,96,154.0,172.0,134.66666666666666,116.33333333333333,136.375,167,11,1
2024-03-14 10:00:00,167,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,15,0,0,0,0,Normal Operations,0,162,158,10,1,11,Morning,0,0,0,41,18,19,1,16,25,8,40,0.766,0.766,167,51,42,96,138,0,0,125,19,4,1,63.51,71.13,42,96,166.0,166.0,147.66666666666666,127.16666666666667,136.125,162,11,1
2024-03-14 11:00:00,162,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,12,0,0,0,0,Normal Operations,0,173,163,11,1,11,Morning,0,0,0,38,16,15,1,14,24,5,32,0.743,0.743,162,56,42,96,138,0,0,115,21,3,0,57.84,64.78,42,96,167.0,170.0,162.33333333333334,138.83333333333334,136.16666666666666,173,11,1
2024-03-14 12:00:00,173,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,16,0,0,0,0,Normal Operations,0,152,159,12,1,11,Morning,0,0,0,42,18,16,1,16,26,7,38,0.794,0.794,173,45,42,96,138,0,0,137,21,5,1,64.06,71.75,42,96,162.0,170.0,165.0,149.83333333333334,135.83333333333334,152,11,1
2024-03-14 13:00:00,152,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,1,0,0,0,0,Normal Operations,0,144,137,13,1,11,Morning,0,0,0,27,12,18,1,10,17,5,32,0.697,0.697,152,66,42,96,138,0,0,94,22,4,0,55.33,61.97,42,96,173.0,154.0,167.33333333333334,157.5,135.95833333333334,144,11,1
2024-03-14 14:00:00,144,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,143,147,14,1,11,Morning,0,0,0,25,11,13,1,10,15,5,32,0.661,0.661,144,74,42,96,138,0,0,78,19,3,0,52.38,58.67,42,96,152.0,152.0,162.33333333333334,162.33333333333334,135.875,143,11,1
2024-03-14 15:00:00,143,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,2,0,0,0,0,Normal Operations,0,151,147,15,1,11,Evening,0,0,0,28,12,16,1,11,17,6,35,0.656,0.656,143,75,42,96,138,0,0,76,19,5,0,53.71,60.16,42,96,144.0,157.0,156.33333333333334,160.66666666666666,135.54166666666666,151,11,2
2024-03-14 16:00:00,151,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,4,0,0,0,0,Normal Operations,0,142,153,16,1,11,Evening,0,0,0,30,13,26,1,11,19,5,32,0.693,0.693,151,67,42,96,138,0,0,92,22,3,1,55.06,61.67,42,96,143.0,157.0,146.33333333333334,156.83333333333334,134.95833333333334,142,11,2
2024-03-14 17:00:00,142,3,Thursday,3,0,0,No Holiday,0,Normal,0,218,0,0,0,0,0,0,0,Normal Operations,0,142,139,17,1,11,Evening,0,0,0,23,10,27,1,9,14,4,29,0.651,0.651,142,76,42,96,138,0,0,74,3,3,1,46.23,51.78,42,96,151.0,151.0,146.0,154.16666666666666,134.70833333333334,142,11,2
